"gene","TCGA-73-4670-01A","TCGA-50-5931-01A","TCGA-93-8067-01A","TCGA-L9-A5IP-01A","TCGA-50-5068-01A","TCGA-67-3771-01A","TCGA-97-A4M5-01A","TCGA-86-6562-01A","TCGA-44-5645-01A","TCGA-55-8207-01A","TCGA-86-8358-01A","TCGA-69-8254-01A","TCGA-78-7150-01A","TCGA-50-5946-01A","TCGA-05-4418-01A","TCGA-91-6836-11A","TCGA-44-3398-11B","TCGA-91-6835-11A","TCGA-55-6971-11A","TCGA-44-6144-11A","TCGA-50-5932-11A","TCGA-50-5939-11A","TCGA-50-5930-11A","TCGA-68-A59I-01A","TCGA-33-A5GW-01A","TCGA-21-1070-01A","TCGA-22-5489-01A","TCGA-98-8023-01A","TCGA-96-A4JK-01A","TCGA-56-1622-01A","TCGA-39-5030-01A","TCGA-56-7223-01A","TCGA-33-6737-01A","TCGA-77-A5G6-01A","TCGA-85-8481-01A","TCGA-60-2710-01A","TCGA-O2-A52V-01A","TCGA-77-A5GH-01A","TCGA-22-5491-11A","TCGA-77-7337-11A","TCGA-56-8309-11A","TCGA-43-6647-11A","TCGA-56-7580-11A","TCGA-56-7823-11A","TCGA-77-7335-11A"
"BOP1",11.8023,11.1112,11.3637,11.853,9.5964,9.7132,10.6956,10.0838,9.1453,10.2171,11.8486,9.7834,10.1868,11.259,11.4375,9.1217,9.4472,9.7353,9.2882,9.6642,9.3201,9.3518,9.5598,10.9324,11.2142,10.637,11.3208,11.2601,11.4735,11.9937,10.5706,10.1025,12.9197,11.3181,11.7081,11.6297,11.3724,11.2419,9.5494,8.8401,9.5922,9.5659,9.0123,9.7686,8.4561
"HSF1",12.2849,11.5954,12.2454,12.2599,10.8634,11.1279,11.5971,10.9947,9.8131,11.2516,12.0636,11.2271,11.4907,11.8171,12.2879,11.0832,11.1771,11.0023,10.8768,11.268,11.1996,11.2228,11.4235,11.7101,11.7297,11.2205,11.8151,11.6675,11.4283,12.5977,11.4415,10.9858,13.0596,12.086,13.1583,12.4462,12.0992,12.3854,11.4605,11.0404,11.4073,11.5108,10.7861,11.1363,10.5962
"DGAT1",12.0785,10.6208,11.6165,11.7594,10.4027,10.5737,11.4931,10.2125,8.9825,10.3492,10.3631,11.2638,10.2543,11.2871,12.201,10.3194,10.2267,9.9737,10.125,10.5462,10.1328,10.17,10.2997,10.6913,10.8211,10.3865,10.8004,10.3886,10.4849,10.8971,10.2774,9.543,12.895,10.9274,11.5013,10.7889,10.7009,10.7092,10.5067,10.2787,10.4356,10.3351,10.1743,10.5902,9.9647
"GS1-393G12.13",7.8437,7.4203,7.9188,7.6192,7.3723,7.1925,7.5069,6.9749,6.5824,7.0578,7.3381,7.0701,6.6617,7.3431,7.9783,6.6605,6.7856,6.9505,6.9439,6.9395,6.7964,6.4926,7.0703,7.2704,7.3208,7.1682,7.4403,7.4481,7.2986,7.7926,6.9337,6.602,7.6893,7.1376,8.2171,7.2081,7.305,6.9798,6.8223,6.7628,6.9644,6.7941,6.89,6.8277,6.4297
"FBXL6",11.2671,10.2132,10.9632,10.9166,9.6103,9.6539,10.3088,9.371,8.9602,9.4894,10.3302,9.6416,9.4347,10.374,11.1748,9.062,9.1876,9.1819,9.2463,9.455,9.0176,9.0143,9.4737,10.1538,10.1794,9.6908,10.1241,10.2193,10.0119,11.1143,9.5761,8.9012,11.0926,9.8045,11.343,10.4164,10.2942,9.6109,9.0214,8.9928,9.5369,9.2442,9.039,9.4389,8.397
"SLC52A2",12.6308,10.7824,12.1866,12.4158,10.9226,11.0483,11.1621,11.0169,9.9429,10.367,11.6015,10.6299,11.1415,11.2633,11.9778,9.8486,9.999,9.8908,9.8772,10.3463,9.9352,10.1362,10.5056,11.3853,11.4168,10.6388,11.3057,11.0937,10.9505,12.006,10.9181,10.1669,13.0368,10.5999,13.0857,11.5286,11.4038,10.803,10.2932,9.7561,10.3237,10.3972,9.7032,10.4473,9.465
"ADCK5",9.1924,8.7374,9.0164,9.6771,9.3716,8.2811,9.1627,8.2019,8.0997,8.525,9.2994,8.7449,7.9445,9.7473,9.4251,7.6044,7.9172,8.1564,8.1684,7.8041,7.4075,7.4918,7.709,9.0955,8.8868,8.8987,8.2411,9.1237,9.0018,9.6584,8.3419,7.3983,9.2563,8.9737,9.5904,9.1793,9.2306,8.5193,7.8089,7.4933,8.4683,7.6328,7.7426,8.0169,7.0639
"CPSF1",11.8461,11.7293,12.1983,11.9239,10.4016,10.9125,11.7023,11.1299,10.6762,11.4551,12.9553,11.0446,10.8091,12.6662,11.1355,11.106,11.045,11.3134,10.7984,10.9848,10.8259,10.8618,10.7041,11.8579,11.2622,11.0133,11.6148,11.7416,11.751,12.178,11.2582,10.6824,12.6084,12.1463,12.1428,11.8259,11.7712,11.6866,10.7719,10.5679,11.3114,11.0414,11.058,11.5447,9.8313
"SLC39A4",11.3537,9.3618,11.2534,11.8813,10.9603,9.8804,11.2952,10.0898,7.8221,9.0578,10.4216,9.0719,9.8654,10.4101,11.11,9.1349,9.5638,9.1954,9.6205,10.0261,9.7211,9.0315,9.4462,8.5389,10.1191,9.4192,9.4943,9.9648,9.5069,9.9317,9.1477,9.0699,12.5789,9.5358,11.1034,9.5244,9.8436,8.9298,9.6271,8.7538,9.6262,9.7455,8.8222,9.2774,9.3305
"VPS28",12.3131,11.8172,11.9759,12.424,12.7267,11.1793,11.591,11.3152,10.3093,11.4473,11.5197,11.3113,10.6089,11.2707,12.5244,11.6227,11.5342,11.5768,11.3112,11.7177,11.474,11.3826,11.7,11.6148,11.7767,11.0995,11.8754,11.5464,10.6125,11.8533,11.5855,10.2181,11.8587,11.7784,12.195,11.9086,11.4553,11.6216,12.0246,11.4377,12.2014,11.6382,11.3221,11.5378,11.8923
"TONSL",9.8021,10.1455,10.8116,10.9664,8.2997,9.2524,9.3314,8.8428,8.157,8.3447,11.4914,8.7965,9.3925,11.3567,10.1667,7.8798,8.0122,8.3206,8.1244,8.2899,7.9402,7.7194,7.6925,9.8068,9.4958,9.6644,10.484,11.0101,10.6732,10.6747,9.6581,9.4743,11.0992,10.9569,10.379,10.7664,10.5677,10.2361,7.9418,7.51,8.1133,7.8998,8.0509,8.1869,7.0639
"CYHR1",10.7119,11.2305,11.7508,11.5884,10.9202,10.5237,11.1388,10.1724,10.0025,10.4589,10.8076,10.539,10.1537,11.0351,10.8095,10.3933,10.5196,10.5574,10.6901,10.5641,10.3525,10.3166,10.5535,11.3567,11.0431,10.2785,10.7404,10.7156,10.8054,11.7316,10.63,10.2223,11.7855,11.2192,11.3915,11.2317,10.957,11.5475,10.9458,10.0202,10.6389,10.4557,10.278,10.4706,9.7834
"KIFC2",8.5007,10.1561,10.5317,10.6758,9.5098,10.4066,9.5325,9.4004,8.3987,9.599,11.3446,8.6088,8.2153,10.3976,10.1336,8.5014,8.3991,8.9001,9.3731,8.878,8.6715,8.2806,8.4802,11.4679,9.3831,9.8348,9.0531,9.0302,10.5092,10.0694,8.5081,8.757,10.1698,9.9043,10.1721,9.1864,11.0679,9.7329,8.4962,8.193,9.4395,8.3686,8.6166,9.1078,7.2248
"FOXH1",7.4887,9.1494,9.3508,9.2267,8.509,9.761,8.262,8.4087,7.3544,8.4335,9.9012,7.6134,7.3364,9.3047,8.9881,7.84,7.4047,8.0738,8.3219,7.9636,7.7882,7.4088,7.5711,10.0311,8.4385,8.9168,8.0262,7.9042,9.1452,8.9417,7.5612,8.0294,9.1073,8.6907,8.9631,8.1523,9.5794,8.7009,7.8665,7.7658,8.3642,7.4333,7.9902,7.8902,6.9664
"PPP1R16A",11.0153,10.2691,11.6376,11.3576,10.1745,10.4191,10.6493,10.1264,10.0494,9.8943,10.7896,10.3091,9.8313,11.3426,11.609,9.5118,10.0991,10.9406,9.808,9.7953,9.547,9.4967,9.6511,10.5477,10.2698,9.8505,9.7614,10.3214,10.1782,11.1228,9.9359,9.1758,11.3794,10.3223,10.852,10.1605,10.2737,11.235,9.9595,8.9273,10.8498,9.7368,9.4575,9.9778,8.5297
"GPT",8.5053,7.4048,6.5418,8.3217,6.4595,8.9302,7.3124,6.567,6.9452,6.6565,9.012,6.6848,7.2692,9.2688,9.1501,6.4896,6.3813,6.5863,6.6742,6.5672,6.9163,6.4171,6.528,7.2704,6.5705,6.6869,6.5563,7.2305,6.9696,6.9607,7.5799,6.4257,8.4581,6.7845,6.5061,6.6061,7.3237,7.788,6.5167,6.2534,7.1362,6.1993,6.5096,6.9139,6.1221
"MFSD3",11.343,9.7145,9.5654,10.9516,9.4927,8.4211,10.0194,9.0332,8.4384,8.1476,9.1868,8.7484,8.2798,9.1274,10.3033,8.438,8.6941,8.7114,8.6402,9.016,8.3931,8.5218,8.5387,9.0789,9.8914,8.7138,8.8491,9.3881,9.6004,10.2451,8.6398,8.7394,9.8169,9.1198,9.4705,9.0763,9.2216,8.6274,8.7614,8.1375,8.7173,8.6247,8.4255,8.8049,8.1204
"RECQL4",9.7198,10.2808,10.6698,10.5257,8.2692,9.1231,8.8248,8.9951,7.8221,8.0257,11.5557,8.458,8.9599,11.4183,9.7496,7.2402,7.3514,7.7131,7.4537,7.6624,7.4521,7.2672,7.214,9.8365,9.8014,9.8844,10.1528,10.3106,10.6871,10.8509,9.8473,9.3024,11.1552,10.889,10.2862,10.6726,10.2297,11.3046,7.1067,6.9698,7.8996,7.452,7.7426,7.9318,6.5536
"LRRC14",9.9436,10.5685,11.0217,10.8194,10.1918,9.8292,9.985,9.3828,9.7027,10.0177,10.9766,9.6378,9.2489,10.8579,9.9805,9.7614,9.8278,9.8303,9.9767,9.8965,9.951,9.8454,9.9462,10.7759,10.109,9.7671,9.6115,10.1053,10.324,10.6977,10.0569,9.8225,10.6915,10.6774,10.2539,10.5705,10.3518,10.7267,9.7509,9.5173,9.7547,10.0752,9.5747,9.7591,9.0222
"LRRC24",8.767,8.8181,8.8306,8.8895,7.9719,8.0957,8.1433,7.6022,7.8726,8.2148,9.4055,7.7661,8.0392,8.9463,8.3416,7.8798,8.3325,8.1036,8.4017,8.0833,8.244,8.1793,8.2559,9.2336,8.1535,7.7782,7.9889,8.3268,8.7406,8.9936,7.7604,7.9103,8.8884,8.5439,8.5831,8.6993,8.3064,8.4062,7.9352,7.6666,8.1133,8.3686,7.7289,8.1376,7.2248
"C8orf82",9.8568,10.1153,10.4478,9.9199,9.7589,9.3201,9.2712,9.1988,8.4252,9.0742,10.5487,9.0181,8.4609,9.8689,9.6736,8.9735,9.1923,9.0089,9.0564,9.0705,9.0475,9.0056,9.1364,9.0079,10.1544,8.8523,9.5856,9.1127,9.5811,9.9889,9.1937,8.7065,10.5409,10.2153,9.8135,10.4024,9.0074,9.1141,9.4151,8.416,9.1697,9.0737,8.7783,9.1714,8.1147
"ARHGAP39",9.1953,9.6542,10.3078,10.0401,7.5352,9.6006,9.4097,8.7261,8.5207,8.5957,10.3031,9.0353,8.8568,9.8305,9.8957,8.1072,8.5562,10.2761,7.8797,7.564,7.9756,7.7847,7.6332,9.7783,8.48,8.6021,8.6343,9.0448,9.4169,10.5474,8.5218,8.9453,10.3302,8.7947,9.9514,8.6312,8.7611,9.7639,7.6359,7.6368,9.9137,8.0242,7.5598,8.9065,7.2701
"ZNF251",9.5149,9.8452,10.8272,8.8628,9.5783,8.9329,9.1781,8.3363,8.7985,9.791,9.7193,8.5776,9.1582,9.1554,9.4742,8.8276,8.7863,9.233,9.1638,8.9441,8.99,8.6092,8.6159,9.7474,8.966,9.0375,9.5957,8.9946,8.5532,10.6403,9.0161,8.491,9.0506,9.6885,9.7624,9.5076,8.4069,10.0334,8.776,9.128,9.0766,8.4273,9.0363,8.9379,8.6313
"ZNF34",7.5849,8.1595,7.7327,8.1859,8.7021,7.7837,7.5936,7.8198,8.149,7.9785,9.0374,7.737,7.5181,8.3086,8.0311,8.297,8.2217,8.2695,8.2111,8.3046,8.5431,8.1365,8.5649,8.0158,7.4564,7.2971,7.9889,7.8706,7.8796,9.0149,7.8754,7.7673,7.8936,7.9355,8.5785,7.9327,7.7504,8.1727,8.2862,8.4655,8.4317,8.2681,8.0881,7.9665,8.301
"RPL8",17.2854,15.1559,16.1393,15.7273,16.8703,15.0733,15.0286,14.9993,14.0524,15.3954,14.565,15.13,14.704,15.8977,16.6759,14.9655,15.0716,14.7652,14.5788,14.974,14.3934,14.6992,14.9586,14.8811,15.5188,15.1337,15.8009,15.3973,15.078,16.1211,15.0163,14.2332,17.0216,15.2357,15.8463,15.0005,14.9913,15.3753,15.4791,14.5818,14.6775,14.6807,14.5051,14.5649,15.3066
"ZNF517",8.8956,8.9982,9.109,9.2003,8.5133,8.7568,8.8192,8.6326,8.4959,8.4249,10.3944,8.6242,8.1476,8.5419,8.6698,8.5971,8.8611,8.7333,8.7826,8.6885,8.7794,8.5381,8.5343,8.798,9.035,7.9523,8.6538,8.9395,8.6312,9.0693,8.5534,8.7945,8.7223,9.5922,8.7558,9.3654,9.0231,8.809,8.8908,8.4033,8.5117,8.6285,8.7132,8.5432,7.9575
"ZNF7",10.2075,10.1876,10.3756,10.4566,9.924,9.8292,9.406,9.1113,9.586,9.6599,10.577,9.2469,9.2054,10.2546,9.9659,9.3243,9.3075,9.4751,9.6491,9.3823,9.2955,9.0654,9.4692,9.8381,9.8523,9.7488,9.9448,9.5081,9.4029,10.7107,9.5521,9.4672,10.4719,10.2021,10.0082,10.0018,9.9934,10.4209,9.177,9.4979,9.322,9.2711,9.6525,9.2841,9.1086
"COMMD5",10.6556,9.9245,11.071,10.6127,11.6812,10.0137,9.844,9.7449,9.5508,9.5743,10.6009,9.8019,9.2646,9.8731,10.462,9.7933,9.8204,9.5115,9.5636,9.8188,9.7737,9.6653,9.9737,10.3827,10.2517,9.4669,10.2859,9.9556,9.7253,10.6945,10.1813,9.2702,10.8829,9.9481,10.5414,10.1747,10.3175,10.1973,10.0288,9.5192,9.969,9.8894,9.5946,9.8835,10.0188
"ZNF250",8.4533,9.0381,9.4568,9.1977,9.0989,8.1252,8.6485,8.6124,9.2984,8.521,9.476,8.1505,7.6976,8.6387,8.4504,8.5816,8.7708,8.7395,8.8734,8.7569,8.8644,8.6951,8.965,8.6332,8.4935,8.1434,8.7585,8.3413,7.8615,9.255,8.7906,7.8994,8.5437,8.7719,9.1864,8.7484,8.1791,8.7009,8.7904,9.0765,8.714,8.7736,8.8222,8.7086,8.8587
"ZNF16",9.0952,8.897,9.3347,9.0371,8.3587,8.6646,8.7138,8.3071,8.5984,8.2595,8.744,8.1067,8.311,8.965,8.8415,8.5137,8.4508,8.4672,8.4987,8.545,8.6396,8.6245,8.7472,8.7498,9.1181,8.3741,9.287,8.6909,8.4783,9.107,8.7981,8.2483,9.8484,9.013,8.646,9.2464,8.8549,9.5598,8.5862,8.6688,8.3813,8.5619,8.4857,8.3596,8.6584
"C8orf33",11.9551,11.4581,11.124,10.9895,11.185,10.8995,10.2218,10.6394,10.3659,10.2664,11.6058,10.1729,9.9589,10.6534,11.0574,10.4449,10.6116,10.49,10.3374,10.7602,10.6451,10.3487,10.7252,10.1167,10.8264,10.487,10.9985,10.5634,10.2694,11.454,11.1297,11.2017,10.9287,11.0033,10.8454,11.4983,10.6692,11.3641,10.6764,10.6339,10.2885,10.5991,10.4487,10.2587,11.0811
"WASHC1",8.8708,9.2466,9.062,9.4816,8.3873,9.0325,9.5745,8.2642,9.2806,9.5116,9.3644,9.1344,8.4688,9.2276,9.3865,8.8884,8.8727,9.11,9.4896,8.9835,8.9035,8.7448,8.7994,9.4283,8.6825,9.0402,8.5943,8.9333,8.9087,8.4103,8.6272,9.453,9.5387,9.8909,9.3315,8.6793,9.0257,9.2635,9.327,8.6297,9.5122,8.9934,8.8344,8.9463,8.2503
"FOXD4",6.1864,6.2399,7.0331,6.5829,6.0193,5.9914,6.334,6.6044,6.3614,6.4621,5.917,6.3024,5.9352,5.991,6.3328,6.1954,6.2709,6.3196,6.3976,6.4982,6.4244,6.4926,6.295,6.0673,5.9575,6.1502,6.1677,5.8646,5.6565,6.4802,6.2655,6.2493,6.0472,6.0045,6.0999,6.3871,6.0468,6.1438,6.4113,6.1028,6.3126,6.8595,6.2147,6.2775,6.2791
"CBWD1",9.7336,9.9866,10.8016,10.2766,10.2739,9.8147,9.505,9.997,9.9829,10.1494,9.3089,9.7885,9.0535,9.3619,9.7871,9.7597,9.5549,9.7199,9.9842,10.1018,9.7245,9.5767,10.0055,10.0801,10.6857,10.5582,9.8938,9.5555,10.0944,9.8619,9.656,10.622,9.8029,10.1716,9.5188,9.3571,10.4228,10.1961,9.5452,9.6962,9.9662,9.902,9.6645,10.061,9.9352
"C9orf66",5.9636,6.4136,6.7237,6.1256,6.5572,6.608,6.6408,7.2654,7.1596,6.4863,6.0675,7.3221,6.6251,6.0877,6.9114,6.9972,7.0412,7.0237,6.8017,6.9247,7.0972,7.1662,6.726,6.7042,6.6158,6.3792,6.2458,6.3993,6.0476,6.2428,6.3686,5.9231,6.3292,6.1864,6.0999,6.2113,6.5396,6.4216,7.0529,6.9149,7.2444,6.9785,6.8758,6.9411,7.1777
"DOCK8",8.8419,8.3948,10.1035,9.4101,10.4476,10.4268,10.6532,11.46,12.3206,10.8696,9.6226,11.2662,10.0062,8.8577,10.4689,12.2726,11.9061,10.6983,11.8625,11.6526,11.8693,12.2937,11.877,10.5467,9.2021,10.6388,10.6816,10.4321,9.4731,8.309,11.4527,7.3654,9.7765,8.8012,9.5399,10.575,9.6055,10.933,11.3597,12.2704,11.9887,12.2181,12.1229,11.8791,11.4913
"KANK1",9.3047,9.9007,11.5638,10.2475,9.1353,9.8522,10.0351,10.5149,11.3235,10.0219,8.1409,10.5745,9.5812,9.3026,9.1928,11.1291,10.8024,10.6101,11.3694,11.0371,11.2216,11.4364,10.8699,10.6822,11.4507,10.6504,10.1365,8.7385,9.3101,9.5718,9.8704,9.6774,10.5154,10.2864,9.9051,10.3364,10.0477,11.4874,11.5342,11.1239,10.2316,11.1666,10.7132,10.7054,10.3766
"DMRT3",5.6565,7.2641,6.1593,5.954,6.1241,5.8502,6.6062,6.3714,5.6565,5.8604,5.9753,7.9091,6.0962,5.6565,5.8721,5.6565,5.8521,6.1274,5.6565,5.6565,5.6565,5.862,5.6565,8.2803,8.5637,6.3792,6.4586,5.9506,7.5393,7.497,6.0887,6.38,5.9759,8.1268,6.2811,7.1438,7.3603,5.9387,5.6565,5.8568,6.5966,5.9479,5.6565,6.139,5.9518
"DMRT2",6.1864,8.0317,6.3035,5.8671,7.0958,7.4394,6.8238,7.135,6.7015,6.0091,6.49,7.8698,5.9976,5.6565,5.9612,6.6605,6.6885,6.8852,6.6742,6.5672,7.0972,6.8235,6.7061,9.0079,9.5112,9.11,6.5789,6.0164,9.8693,10.0795,6.3018,6.9356,6.2074,8.0788,7.536,10.1449,8.1981,6.3424,7.5577,7.2403,6.5767,6.6071,6.5311,6.6641,6.9062
"SMARCA2",10.9992,13.5804,11.4294,11.2546,10.5684,10.9784,11.4461,11.9887,12.6896,11.5514,11.0769,12.4633,10.3639,10.334,10.455,12.4979,12.5863,12.561,12.5189,12.4181,12.8052,12.6878,12.3442,11.4505,12.5049,11.5309,12.5363,11.5591,11.1755,11.9537,12.1641,11.2506,10.3482,11.3833,10.9733,13.0595,11.4534,12.9496,12.2534,12.7806,12.5773,12.5578,12.6756,12.1428,12.2841
"VLDLR",9.4402,11.4572,10.2218,8.7972,9.3336,11.0965,9.6488,9.116,9.207,8.8344,10.0759,8.1505,8.9292,7.1172,8.9653,10.415,10.7751,10.6398,10.3947,9.9415,10.6459,10.791,10.1331,11.6181,11.7794,9.8859,9.7596,8.5123,8.4706,10.961,9.6581,8.2692,10.3162,10.9484,9.9514,9.384,9.8289,10.2315,10.1867,10.5881,10.2177,10.1268,11.0319,9.8166,10.9112
"PUM3",10.5969,10.2779,10.437,10.2046,9.3856,9.4043,9.4928,9.8882,9.8569,9.5036,9.6347,9.7,9.4047,9.1297,9.7515,9.6576,9.2642,9.5187,9.4597,9.6827,9.2404,9.3079,9.8792,9.5145,10.7647,10.9178,10.41,9.5185,9.5327,10.2066,9.7453,9.8376,10.7716,10.1176,10.0853,9.7681,10.1,10.4045,9.3658,9.6774,9.5759,9.6296,9.4396,9.7124,9.5267
"RFX3",8.3325,9.4836,8.9841,8.2131,8.8949,9.4746,9.5679,8.8167,10.6789,8.7649,9.2353,8.7898,8.4289,9.1807,7.8062,9.2511,9.4375,10.9104,9.0275,8.4651,8.9474,8.8097,8.7472,8.8445,8.1302,8.6752,8.808,8.2471,7.5157,9.1119,8.305,9.6559,8.1312,9.5529,7.8232,8.2338,8.0387,9.5838,8.5006,9.1947,10.5782,8.9454,9.1237,9.7303,8.8318
"GLIS3",8.3637,7.973,9.0135,8.8182,8.7895,9.7534,8.7587,10.2289,10.8436,9.8332,8.1795,11.3578,10.3473,9.1623,9.7704,9.4792,9.5674,10.7194,9.9278,8.3046,9.4693,9.9644,9.579,9.6149,8.7477,7.8454,8.5698,8.3744,7.3902,10.4412,8.1587,7.0067,10.4375,8.4436,9.0248,8.9429,8.4466,8.6768,10.4562,9.6301,9.9035,9.8349,9.4436,8.9986,8.3354
"SLC1A1",7.1433,7.3157,9.1386,8.7936,9.6609,9.1467,9.5926,10.2343,9.1174,9.4376,8.0876,10.7631,8.0867,8.4797,9.7908,11.0496,10.5548,9.8289,11.1099,11.999,12.1919,12.1388,11.5615,8.4333,8.8208,7.8713,8.2253,7.8431,6.7722,6.8936,8.2054,6.9356,7.5936,9.1628,7.7142,7.6691,7.0991,8.3764,11.6956,12.0444,11.3986,11.6132,11.1299,10.9453,11.6022
"PLPP6",9.2373,9.0656,9.2011,8.8492,8.6129,8.9783,8.522,9.3611,9.1093,8.4758,8.7524,8.605,7.9787,8.4571,8.6698,8.9346,8.6269,8.7912,8.9246,8.7285,8.8304,8.5053,8.7586,8.6964,10.1061,9.4129,8.5407,8.2825,8.3868,9.0096,8.466,9.568,8.3668,8.9623,8.8985,8.4246,8.9179,8.5115,8.9139,8.9928,8.5576,8.3686,8.9517,8.7672,8.6926
"SPATA6L",7.3055,7.3732,8.2776,8.2607,8.4916,7.4959,7.8406,7.764,9.4558,8.2349,7.9035,8.9132,7.0757,7.5479,7.5622,8.1977,8.0014,8.9355,8.6517,7.9636,8.0382,7.8735,7.994,7.3635,7.7377,7.4848,7.3603,6.8377,7.0317,7.5448,7.1916,7.6863,7.4234,7.4316,7.0292,7.2081,7.3237,7.4634,7.8524,8.2605,8.3467,8.0003,8.1396,8.2895,7.7343
"CDC37L1",9.0891,8.7741,10.1528,9.4238,10.0074,9.1136,9.3176,9.652,9.9785,9.4544,8.9743,9.6095,8.8084,8.7784,8.962,9.5556,9.2795,9.299,9.5576,9.6642,9.6008,9.9023,9.9248,9.1009,9.9164,9.5747,9.1409,8.554,8.3409,9.3373,9.0065,9.1114,9.2235,9.1249,9.0248,8.5522,8.7134,9.3349,9.7008,9.5758,9.5777,9.7403,9.4868,9.5495,10.1688
"AK3",12.1318,10.5217,11.8816,10.816,11.9979,11.0214,11.0574,11.0474,11.1875,11.1093,10.2346,10.7136,10.1295,9.4827,10.7282,11.4514,11.3918,11.3367,11.6757,11.6876,11.7015,11.5264,11.5308,10.5811,11.6254,11.649,11.3699,10.3344,9.7316,10.7538,10.7009,10.6069,10.5777,10.2977,10.1309,10.1935,11.4827,11.1385,11.4521,11.8061,11.221,11.0122,11.7868,11.4967,11.977
"RCL1",9.1491,9.13,9.6441,9.3467,9.2159,8.7475,8.8332,8.7539,9.3675,8.9843,8.6895,9.3443,8.2708,8.0581,8.932,9.4287,9.19,9.2823,9.118,9.6343,9.5898,9.3102,10.2882,9.2435,10.0228,10.1914,9.91,9.0273,8.8772,9.3499,9.4423,9.2621,9.4795,9.13,9.1377,9.4264,9.2148,10.4229,9.4915,9.4341,9.4694,9.4445,8.9987,9.1522,9.7552
"JAK2",8.5908,8.1638,9.0365,9.0039,10.0663,9.3946,9.4004,9.3,10.7643,9.3483,9.012,9.6019,8.621,7.9015,8.9784,10.1692,9.9792,9.6613,10.0627,10.4784,10.3438,10.4442,10.2882,9.5958,9.0103,10.5088,10.3964,9.5081,8.3578,9.1168,10.6016,8.2399,8.8138,8.7045,8.6807,9.1674,9.5564,11.5665,9.5473,10.6143,10.1308,10.1933,10.2248,10.1263,10.7194
"RLN2",5.9636,6.6212,6.1593,6.17,8.0283,6.294,6.1191,6.2317,6.5498,6.4372,6.9433,6.3629,5.9352,6.4447,6.3328,6.4143,6.2398,6.8717,6.5249,6.6102,6.4728,6.539,6.0841,6.1588,6.0248,6.3792,6.1677,5.6565,6.3568,5.9966,6.1848,6.5662,6.1072,5.9409,5.9706,6.2759,6.2068,6.1017,6.4113,6.3717,6.5562,6.3925,6.4646,6.3357,7.037
"PLGRKT",9.8114,8.6608,9.0308,8.6831,10.4476,8.814,9.2506,9.3248,8.8577,8.6954,8.3979,9.2469,9.0168,7.8248,9.3008,9.2535,8.7583,8.8638,9.0987,9.0761,9.0555,8.7691,9.0955,8.5266,9.7996,9.7184,9.9385,8.7385,8.4313,9.5465,8.9837,8.8853,8.9555,8.9449,9.3872,8.4918,8.9429,9.6894,8.9907,8.9155,9.0662,8.5004,9.1484,8.9491,9.9003
"CD274",7.987,6.9519,7.8664,8.9917,8.3393,8.3934,8.6549,8.7354,8.3919,8.4074,8.0322,8.7554,7.6035,7.6701,9.237,9.8724,9.4568,8.3939,9.2858,10.5622,9.2286,10.2825,9.2447,8.8114,9.4735,10.9238,9.871,8.3317,8.0689,11.7336,9.8491,7.2333,8.9409,6.8775,9.0248,8.8142,9.1378,10.1985,9.465,9.363,9.847,9.9175,9.4053,10.114,9.5758
"PDCD1LG2",7.6913,6.5698,7.2503,7.9459,8.8817,8.638,7.9189,7.7448,8.2941,7.7635,7.4836,7.6134,7.327,7.128,8.5775,8.5855,8.9945,8.0688,8.4511,8.9161,9.3998,8.8749,8.9387,7.6306,7.4759,8.4682,9.0266,7.7195,7.6512,8.3307,9.3286,6.7014,7.4572,6.717,7.9822,8.1816,7.7764,8.6906,8.2011,8.9418,8.8455,9.259,8.7687,9.2208,10.2814
"RIC1",9.5374,9.487,9.9046,9.9996,9.4446,9.9026,9.7298,10.2202,10.7398,9.8412,9.7542,9.9536,9.1534,9.3579,9.4464,10.2426,10.2143,10.0147,10.2863,10.2754,10.4178,10.482,9.9608,10.5791,10.178,10.4709,10.1555,9.4062,9.5882,10.2891,10.0723,9.1,10.0172,9.6304,9.8038,9.8854,9.9191,10.139,9.7363,10.3918,10.0698,10.236,10.52,10.2621,10.1132
"ERMP1",11.192,10.1445,10.7644,10.9531,9.336,10.1013,10.2695,10.6089,11.0831,9.8928,10.8307,10.6101,10.3957,10.2373,10.9716,10.8081,11.1701,10.6234,10.7475,11.1223,11.1171,11.3969,10.6963,8.924,14.0418,13.1193,10.9236,9.7359,9.9231,11.7172,9.9774,10.411,11.2465,10.3906,12.1161,10.9149,11.8209,10.303,10.8573,11.0953,10.9082,10.9705,11.1089,10.8857,11.0626
"KIAA2026",9.1194,9.7058,9.9834,9.9135,8.5556,9.8263,9.5959,9.9236,10.8266,9.6779,9.9847,10.2627,9.1867,9.2538,9.0791,10.415,10.1318,10.0656,10.3675,10.3113,10.6283,10.5268,10.2127,9.7034,10.6094,10.6531,9.6903,9.1959,9.269,10.2418,9.6984,9.8833,9.9517,10.0032,10.0513,9.9211,9.8185,10.1177,9.9048,10.4781,10.0891,10.4061,10.2567,10.3892,9.6426
