"gene","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12"
"GENE1706",5.5457,6.0934,5.4521,5.7908,5.2556,5.8353,5.8302,5.1879,5.3042,5.3584,5.3702,5.86
"GENE1707",7.7721,8.3424,6.7728,6.365,7.434,6.6017,6.9831,5.4586,7.3859,8.7254,7.0124,6.0072
"GENE1708",8.2858,8.1192,8.2561,8.3782,8.6184,8.1585,8.3204,8.3061,8.8578,8.401,8.4558,7.6072
"GENE1709",6.4794,6.0779,7.4048,5.5401,7.2301,6.1815,6.976,6.8676,7.0438,7.8077,7.5203,5.8752
"GENE1710",8.3924,8.63,8.5595,8.8305,8.7716,8.9302,8.9503,8.8311,8.1395,9.193,8.8175,8.5842
"GENE1711",4.8408,4.676,4.0596,4.5045,4.7781,3.8643,4.2836,4.2113,4.021,4.0814,4.13,4.2591
"GENE1712",8.8671,9.3806,8.7454,9.4036,8.7422,9.6951,10.2221,9.6639,9.0758,9.3883,8.6037,9.8345
"GENE1713",3.2897,2.7652,2.5929,2.125,1.5739,2.0114,1.8747,1.1619,1.8528,2.673,2.0574,1.3267
"GENE1714",3.6517,3.696,4.7398,2.2918,2.6319,2.8751,5.349,3.5299,4.3098,3.6354,2.7548,4.295
"GENE1715",6.7695,4.6119,4.3382,4.0145,5.873,6.464,5.4675,6.5109,4.7709,7.0022,3.9824,5.1588
"GENE1716",5.7924,7.3267,8.2538,6.2578,4.7504,7.1449,6.1392,6.3289,6.2032,6.0646,7.3779,6.1598
"GENE1717",4.7343,5.555,4.8305,5.4842,4.5494,5.0846,4.3274,4.6914,4.9924,4.4919,4.2005,4.9053
"GENE1718",7.3983,6.6983,7.4778,6.7294,7.311,6.6423,8.7596,7.9052,9.0182,8.4218,8.6636,7.8097
"GENE1719",5.9226,7.8729,7.0241,6.5238,6.6146,6.2177,7.0444,7.7639,7.2244,7.6053,7.7803,6.8294
"GENE1720",6.9917,6.4976,8.6503,7.5364,7.3689,8.3861,6.8145,6.1216,7.5469,8.595,6.8936,8.269
"GENE1721",9.5672,9.1615,7.9055,9.5665,9.8172,7.7308,8.479,6.821,7.9399,8.5116,7.7402,9.7423
"GENE1722",3.4939,3.2448,3.1962,3.7603,2.9035,2.8028,2.6998,3.3191,3.5645,3.5967,3.5103,3.0877
"GENE1723",8.2351,7.871,8.2083,9.5295,9.5453,7.2634,6.946,6.0661,8.6915,8.5425,10.2884,8.5178
"GENE1724",5.6063,5.6138,5.3954,5.3373,4.7845,5.9556,6.044,5.6633,5.5239,5.0453,5.0513,5.7491
"GENE1725",4.3454,5.105,4.526,4.0676,3.9845,4.3618,4.4966,3.6436,4.2158,4.5502,3.9298,4.3616
"GENE1726",2.2811,2.1582,2.402,2.5714,2.4151,2.7694,3.1413,2.9608,2.748,2.8128,2.5005,2.6561
"GENE1727",4.3214,4.2209,3.9327,4.3155,4.5192,4.836,4.0882,4.3383,4.2058,4.6684,3.9164,3.7493
"GENE1728",2.8674,5.7934,3.8636,5.5333,6.0215,4.6151,6.2853,3.8444,6.2776,5.4083,4.5658,4.0495
"GENE1729",2.3477,1.4448,2.2888,1.7258,1.6741,2.0109,3.6162,2.6473,2.937,3.4336,3.1903,2.7743
"GENE1730",5.3203,3.8847,5.6053,5.1811,6.3283,4.3808,6.2298,6.1727,4.467,5.6986,5.2269,5.4134
"GENE1731",5.6401,7.7686,6.1324,4.5989,6.9796,7.3909,5.1676,6.5872,8.6687,6.7713,7.84,7.5898
"GENE1732",3.8869,2.6022,2.7445,4.0854,2.7766,3.1823,2.2393,1.2708,3.1131,1.8867,2.8203,2.7053
"GENE1733",6.2076,8.4871,6.1914,6.8927,5.7911,6.3021,4.9362,8.1263,5.2887,6.9684,4.5392,6.0934
"GENE1734",2.9057,2.7772,4.304,1.4319,4.046,2.5072,3.5878,3.8106,2.7375,3.5101,2.9185,3.9717
"GENE1735",6.474,3.6153,4.1112,4.3222,5.6251,5.1167,7.8396,9.1489,9,9.1695,8.3717,9.5852
"GENE1736",8.4191,8.4769,8.3831,7.8218,8.5704,6.2749,7.0004,7.9225,7.9334,7.2369,6.958,6.9212
"GENE1737",2.1479,0.8349,1.4617,1.5177,2.1578,1.2578,1.7185,1.7475,2.1093,0.7602,1.8037,0.9061
"GENE1738",10.6677,10.3386,10.674,10.7819,10.7852,11.4467,10.297,10.1405,10.654,10.8345,10.596,11.1745
"GENE1739",3.3751,2.4273,3.7508,3.2534,2.8612,2.6112,3.7132,3.2737,3.6489,3.5504,3.3375,3.9949
"GENE1740",8.1767,6.8927,7.5377,8.3192,6.6203,7.5111,8.1542,5.957,8.9148,6.7978,8.619,5.5998
"GENE1741",10.4263,10.6579,9.8555,11.2311,11.0058,9.0391,9.3748,9.5443,8.7351,8.1161,10.5322,8.7008
"GENE1742",4.071,2.5194,3.4335,3.0066,3.6287,4.2056,3.1879,4.2196,4.0716,4.6395,3.2587,4.2713
"GENE1743",4.3896,4.1897,5.3292,4.8583,4.1438,3.4606,4.7529,4.4501,4.2888,3.7469,5.2472,3.7679
"GENE1744",7.9466,9.1139,8.7166,8.3878,7.8882,8.839,7.9173,8.4593,8.3155,8.5633,8.2185,8.067
"GENE1745",4.8152,5.0996,4.8179,5.3403,5.2175,6.1141,5.1393,5.2349,4.7568,4.6254,4.7955,4.1276
"GENE1746",4.9208,5.3858,3.6481,2.5517,4.0868,3.4864,3.3165,3.477,4.0709,4.2512,4.8938,3.8924
"GENE1747",9.0922,9.0847,9.0489,10.0779,8.9166,9.7983,9.8352,8.6008,8.5053,8.5921,9.2927,9.6854
"GENE1748",9.2323,8.7445,9.2606,9.5931,9.3588,9.6109,9.0493,8.9968,9.5866,9.5434,8.7419,9.7715
"GENE1749",4.7993,6.0731,3.9826,4.8753,5.6085,5.7637,7.1676,6.0961,5.5722,5.3287,6.9239,4.7063
"GENE1750",10.6798,10.7824,10.4125,10.8415,10.0298,10.9405,10.5116,10.6821,10.5013,11.227,10.687,10.4552
"GENE1751",10.2055,10.3794,9.6335,9.8235,9.4131,9.2858,11.5092,11.6097,10.2904,11.0102,11.5764,11.2099
"GENE1752",5.4935,6.1314,6.9456,6.393,5.6175,6.8021,5.496,6.1613,6.4594,6.2413,5.0283,5.8871
"GENE1753",5.1747,4.6335,3.1978,5.3421,4.6666,3.4982,5.2796,3.382,3.9294,4.384,4.8181,4.1187
"GENE1754",3.9434,4.9106,3.7453,3.5302,3.6151,5.6137,4.9874,4.0137,4.5686,4.3615,6.2284,4.0855
"GENE1755",7.9948,8.8487,8.4408,7.7787,8.345,7.3621,7.6226,7.6709,8.7731,8.5843,8.0989,8.5214
"GENE1756",7.0518,7.9258,7.8812,7.5325,7.5418,7.9505,6.8714,8.4784,6.852,8.4941,5.7169,8.0769
"GENE1757",7.6226,7.1243,6.7162,8.0378,7.0961,8.9539,7.4981,8.4559,7.5167,6.2839,7.6539,6.816
"GENE1758",6.688,5.4921,5.8742,5.7723,5.9324,5.9341,5.6184,6.391,5.8717,5.3936,5.8861,5.8585
"GENE1759",7.769,4.6819,8.5529,4.4343,7.4109,3.9754,7.1497,7.5279,6.5012,4.3341,6.131,6.1752
"GENE1760",4.9049,4.827,4.6965,4.3083,5.2203,3.9306,5.2751,4.6808,4.4844,4.5417,5.6098,4.3966
"GENE1761",8.7142,8.5056,8.4139,7.2827,8.1748,8.7142,12.2803,12.5804,10.0372,11.1143,11.2701,12.8496
"GENE1762",5.7192,4.83,4.1872,5.384,4.9904,5.6165,6.0397,5.4908,5.8554,6.3498,6.0295,5.4383
"GENE1763",9.9007,10.2844,9.9839,10.4553,10.2858,9.4569,12.1771,12.1718,13.3622,12.2865,12.5706,12.8056
"GENE1764",7.1968,6.577,7.8879,7.2949,7.2252,7.0411,7.1426,6.3052,7.6133,7.3471,7.8101,8.1594
"GENE1765",7.5518,7.8126,6.9907,7.2366,7.6642,7.2084,7.3041,7.553,10.2205,8.6205,9.9161,7.1549
"GENE1766",8.4365,8.1028,9.264,8.9651,9.0435,8.5668,9.1518,8.1195,8.6042,7.4036,7.624,8.0024
"GENE1767",5.5647,6.5289,5.7232,6.4373,5.7657,6.9838,6.9257,6.8517,5.7813,6.3447,5.8534,6.6891
"GENE1768",2.5831,1.8245,2.9428,2.157,1.9426,2.1443,3.7941,3.1883,3.2223,2.7908,3.2774,2.9378
"GENE1769",5.3718,4.129,4.3173,4.5354,4.942,2.881,4.4419,4.6203,4.3099,3.2966,4.08,3.4237
"GENE1770",7.5419,7.043,6.8764,6.6882,7.5422,7.1247,6.7351,6.8537,7.0278,6.7778,7.313,7.0746
"GENE1771",9.6429,7.5097,7.9878,8.24,7.7942,7.7906,8.6624,8.6806,8.7642,8.4225,7.754,9.4229
"GENE1772",6.6781,4.1625,7.1734,5.3508,5.7183,6.7507,3.963,4.9021,5.498,2.4033,4.6666,7.0805
"GENE1773",8.5119,6.5186,6.6358,8.4834,8.1673,8.1556,7.7228,7.2047,7.3016,9.3277,7.7904,6.6252
"GENE1774",8.1513,8.1524,9.1655,8.0437,7.041,8.5409,8.9358,7.499,7.8606,8.1156,8.7073,7.4972
"GENE1775",8.2281,8.2574,8.244,7.1356,7.3602,7.8627,7.7668,8.0313,7.7372,7.51,8.0092,8.3618
"GENE1776",7.8678,8.7487,6.9943,6.6575,8.4374,8.4777,8.3111,7.8917,6.3281,9.2071,9.1918,8.1598
"GENE1777",5.4362,5.519,5.211,5.4146,5.2111,4.9046,6.1082,5.4765,5.0438,5.5703,5.9321,4.9783
"GENE1778",6.5309,7.5733,8.5688,8.9667,6.9081,9.0486,7.6834,9.681,7.5728,7.2434,8.2433,8.6069
"GENE1779",5.9743,4.6397,3.6064,5.2985,5.3884,5.4378,4.441,5.6277,4.7672,7.0072,4.4375,5.1913
"GENE1780",7.9081,6.4008,7.7045,7.9857,6.7006,6.0536,6.0103,7.5305,6.5873,6.0116,8.6417,6.1559
"GENE1781",5.7522,6.2113,5.4612,5.823,3.6381,4.4929,4.1095,4.4938,4.4543,5.198,4.0603,4.6353
"GENE1782",7.2389,6.219,6.3316,6.7693,7.2236,7.2161,6.1148,8.0927,5.5456,7.0565,6.7461,8.3109
"GENE1783",7.6342,6.9516,6.5941,7.8206,7.2893,7.703,7.9087,8.9253,7.4809,7.4045,7.4804,7.4616
"GENE1784",5.0348,5.7255,6.0163,6.6986,6.7777,6.236,5.3291,6.4936,5.5266,6.0971,5.814,6.1507
"GENE1785",5.7891,5.5387,6.224,5.1012,6.1314,5.866,6.0239,5.6324,5.8679,5.718,6.01,5.6296
"GENE1786",5.0606,7.8551,6.0996,7.9617,6.5476,9.2417,7.6505,8.1105,6.6049,9.4815,6.6757,7.5627
"GENE1787",3.2179,4.156,3.0753,4.0841,4.1781,3.4565,4.0057,4.4442,3.8749,4.0347,5.2505,3.6649
"GENE1788",8.8856,7.5835,7.9086,9.5378,8.7828,7.4161,7.6442,8.9915,7.5353,9.952,8.2134,8.3175
"GENE1789",5.09,7.1078,7.3975,6.8875,6.7015,7.9503,4.9261,4.7037,4.9129,6.3656,5.8311,3.5331
"GENE1790",8.1048,8.0617,7.4297,8.4266,7.3704,7.2643,7.1616,8.2766,8.1096,8.0463,7.7504,6.7736
"GENE1791",6.4774,3.3475,5.231,6.2488,4.9303,3.231,7.2161,6.0018,4.7696,4.4266,5.5755,5.4291
"GENE1792",1.7738,4.0098,2.8897,2.4488,2.8183,2.2147,1.9673,2.5896,2.1101,3.1166,1.9881,2.7083
"GENE1793",7.3657,6.9138,7.2459,6.5882,6.927,8.7617,7.2561,6.2003,9.0416,6.8801,5.7568,6.9377
"GENE1794",4.8039,5.2975,4.7276,4.8695,5.3251,5.2991,5.1005,5.854,5.6512,4.7121,5.5134,5.9239
"GENE1795",8.5845,9.5517,7.2935,10.1092,6.9837,8.4136,7.7265,6.8182,7.6157,7.3992,8.0389,8.3052
"GENE1796",10.3522,9.3393,11.4697,10.176,10.9269,10.5168,10.455,9.7072,9.6367,9.0613,10.5707,10.4103
"GENE1797",3.9379,3.926,3.8163,2.942,4.3537,3.6251,3.6793,3.8822,3.6682,3.1237,3.8907,3.8514
"GENE1798",8.7304,9.5141,9.1921,8.1894,7.5313,9.0837,9.3437,9.8413,8.7889,9.0865,9.7417,10.4293
"GENE1799",5.7042,4.8224,6.65,4.3774,5.6346,4.4503,4.9696,5.0084,5.5124,4.6669,5.6597,4.7958
"GENE1800",6.2661,5.8222,6.5994,7.0768,6.3838,5.8025,5.5829,5.9872,5.1852,5.4756,6.6931,3.9808
"GENE1801",5.4495,4.7281,5.7635,2.8261,4.919,4.8607,4.7483,3.5707,4.716,4.6815,5.5058,4.5456
"GENE1802",5.5893,5.4156,5.3865,4.9223,5.4745,5.2124,5.0214,5.3519,5.6976,4.8696,5.23,4.987
"GENE1803",4.1243,4.5531,4.1219,3.274,3.4147,3.178,3.0769,3.1318,3.7457,3.1826,4.5736,3.3222
"GENE1804",5.3974,5.3964,6.5801,4.9684,6.3714,5.7726,6.0144,5.8904,6.9336,6.4929,5.7567,5.5899
"GENE1805",7.7628,7.7041,7.7724,7.1859,6.2578,7.3485,7.7585,9.0413,6.3262,7.1824,6.1469,6.2902
"GENE1806",5.045,5.5646,4.8499,5.0927,6.8478,6.8349,4.2099,7.4187,6.5456,5.6579,4.3663,7.8609
"GENE1807",1.5506,2.8959,2.652,2.0567,3.245,3.3901,0.2057,1.1505,-0.8229,1.6285,0.2488,0.5767
"GENE1808",6.4999,4.1662,6.6868,4.2916,5.8198,4.9222,5.7046,5.8489,4.2823,6.1908,4.3896,6.7061
"GENE1809",6.9081,5.8369,6.7735,6.4258,6.6614,6.0758,6.8951,6.3122,6.9548,6.3304,6.6579,5.909
"GENE1810",5.5471,4.1819,3.4687,4.2146,4.5502,4.3747,5.4983,4.4265,4.1902,3.8576,4.9085,3.837
"GENE1811",5.7851,5.697,4.1174,5.1835,4.0645,4.4195,4.7341,5.2635,3.935,6.8217,5.4612,4.3239
"GENE1812",2.7707,1.742,4.7433,2.8648,3.378,2.9124,3.8485,2.7675,2.9021,3.1815,1.5314,4.7144
"GENE1813",7.9335,9.163,5.1754,8.9099,5.2089,8.3093,6.6449,7.0436,4.2113,8.8117,8.6393,7.2238
"GENE1814",3.9627,5.8336,5.7056,6.8269,5.6197,4.2643,4.2178,5.3448,4.1052,3.886,5.355,6.2146
"GENE1815",12.5336,12.1454,11.2053,13.1812,12.3438,11.9836,9.9903,10.7944,11.1858,10.179,9.7725,10.8702
"GENE1816",7.9563,8.2503,8.3691,7.7872,8.5989,7.3769,7.7467,8.4146,7.9188,8.3077,8.2586,7.9412
"GENE1817",5.564,4.4709,4.9452,5.1007,6.2483,4.7538,5.7332,5.9649,6.1861,5.0361,5.5425,4.8197
"GENE1818",6.5539,5.8837,5.0768,6.5039,6.5631,6.965,5.058,6.9137,4.7477,6.2393,5.4783,6.128
"GENE1819",4.7545,5.1643,5.5813,6.042,4.9193,6.6125,4.3304,4.4559,4.8594,5.9235,4.3888,5.3768
"GENE1820",5.2327,6.7981,6.4628,7.3755,5.7543,6.1978,6.5627,6.4351,5.8831,7.9592,6.8427,6.9501
"GENE1821",6.5543,6.5573,5.6986,6.7448,5.9289,6.3593,6.3892,5.7573,5.6827,5.1945,5.6293,5.6222
"GENE1822",2.9957,2.366,3.2068,3.2318,2.6528,1.9787,2.8716,2.1831,3.865,3.5217,2.4656,2.4262
"GENE1823",2.1489,2.3018,2.2548,2.6867,2.6813,2.3965,0.9942,2.4464,1.8538,2.8588,1.6691,1.9535
"GENE1824",7.5946,7.0273,7.4486,7.0197,8.9423,6.6342,6.1819,7.2314,6.8607,7.5896,8.218,5.6282
"GENE1825",1.1783,1.5911,1.2486,0.7521,1.2737,1.0747,1.4679,1.6093,1.3191,1.1214,1.591,1.4491
"GENE1826",6.1597,4.8772,5.0033,5.2039,3.7069,4.9507,6.135,6.4805,4.9014,4.9692,4.3723,5.9218
"GENE1827",8.0118,9.1305,8.2805,10.4433,8.5844,8.5209,8.5136,8.3266,10.0431,9.2624,8.7819,9.7813
"GENE1828",2.3412,5.0182,2.6732,3.3444,2.4068,3.3308,2.6686,4.3558,3.4377,2.0789,2.8419,3.6699
"GENE1829",6.0949,5.4794,6.7195,5.9211,6.4255,5.649,6.049,5.9921,6.0392,5.8875,6.665,6.9564
"GENE1830",9.1125,8.8777,9.5027,9.832,10.6106,9.2279,9.1967,10.3831,10.003,8.3498,9.3758,8.3799
"GENE1831",6.9821,7.0537,6.029,7.4788,7.5007,9.1252,6.2032,8.0659,6.4346,7.7265,7.9471,8.331
"GENE1832",10.509,8.2432,9.1786,7.9662,9.0108,7.9505,8.3214,8.2605,9.0572,8.5966,9.9284,8.9155
"GENE1833",2.5354,3.9276,3.4137,3.476,3.5285,4.4084,2.2979,4.8981,3.724,4.3957,4.4887,4.3177
"GENE1834",7.2078,6.7217,6.75,6.864,7.1723,6.9523,7.4732,8.2425,7.5688,7.0324,7.2845,6.7942
"GENE1835",5.8823,6.4912,5.4059,5.9955,7.1377,6.8261,6.3102,5.7211,6.6452,5.519,5.7309,6.3976
"GENE1836",8.3088,9.0835,9.3543,8.6912,8.5516,8.8871,9.0467,8.8852,8.7395,8.7126,8.5166,9.1551
"GENE1837",11.8341,10.9084,10.6714,11.6474,11.8881,10.2812,10.6629,11.4912,11.1922,10.7427,11.1448,11.1512
"GENE1838",5.7944,7.1903,7.1115,7.7812,5.9659,7.2941,6.5903,6.2674,6.4202,7.1489,6.7171,7.3428
"GENE1839",7.7898,7.71,7.9695,7.6424,8.3152,7.618,9.2406,9.0366,9.5835,9.1851,9.2465,8.8694
"GENE1840",5.6997,5.501,3.7679,5.8768,4.8698,5.0125,6.0571,4.6939,5.8461,6.128,4.7724,4.883
"GENE1841",5.2088,5.3361,3.7966,4.6518,5.0506,5.8126,5.754,4.712,4.8582,4.6442,5.3951,6.182
"GENE1842",4.5784,4.0993,4.9465,4.3891,5.3586,3.7214,4.879,3.936,4.9193,3.7615,4.7547,4.3169
"GENE1843",3.3908,3.2737,4.0298,3.4754,2.8677,3.4753,-1.0804,0.0942,0.0103,0.5953,-0.3288,0.4264
"GENE1844",6.1759,5.4355,5.8155,6.315,5.9746,6.7965,6.1552,6.2012,5.7149,6.537,6.2363,5.9445
"GENE1845",6.0114,6.6122,5.9692,5.994,5.1293,5.095,5.7196,6.0146,6.2797,4.9507,5.6249,5.749
"GENE1846",7.4238,7.7532,6.8912,7.9379,6.605,8.0853,7.5381,7.8427,7.5181,7.4387,7.6321,7.4087
"GENE1847",4.9747,5.9132,5.2187,5.4715,5.4298,5.2453,5.4106,4.7735,6.0733,5.4662,5.9996,4.9101
"GENE1848",4.3694,3.927,5.4984,2.5937,4.9198,4.1767,4.2071,3.6768,4.7732,3.7653,4.4876,4.8023
"GENE1849",6.2841,6.0008,4.9272,5.6105,5.7718,6.4017,5.0077,5.0495,5.4899,5.5677,5.741,5.818
"GENE1850",9.6643,9.775,9.9955,9.6786,9.2848,9.8893,9.8115,9.8128,9.6469,10.0793,9.3092,9.8388
"GENE1851",7.1222,7.3074,7.2159,4.8395,8.1864,6.1927,6.9276,7.1088,8.0277,7.8759,6.6985,7.6949
"GENE1852",6.5796,6.2539,6.1213,6.7085,7.2952,7.3894,6.8085,6.0023,6.9374,6.269,7.257,7.426
"GENE1853",8.5761,8.2903,8.767,7.959,7.0048,7.6079,8.0653,8.0926,8.4009,7.8413,7.5458,8.3959
"GENE1854",9.3825,9.0257,8.8533,8.2822,9.7802,8.9601,9.1567,9.3855,10.0918,8.2409,9.8789,8.8091
"GENE1855",8.8831,10.317,8.6804,9.4497,9.3769,10.2311,9.1628,9.792,10.1889,9.776,9.6932,9.9493
"GENE1856",5.7672,6.1058,4.9955,5.533,4.6637,7.3209,4.8213,5.5926,5.7152,6.5297,5.1856,7.2168
"GENE1857",6.1212,4.6498,6.6878,6.7413,6.0465,6.4078,6.6234,5.8583,5.0161,6.3274,6.2004,6.4688
"GENE1858",6.2625,5.8193,5.6173,5.644,4.7048,4.9029,5.6924,5.7909,5.8011,4.7522,3.472,4.2044
"GENE1859",5.9777,5.0907,5.7032,5.1143,4.8713,4.5264,4.9507,5.8809,5.2721,5.4652,5.4043,4.6798
"GENE1860",5.8131,4.8285,7.4254,4.72,8.3612,7.0101,7.8357,9.645,8.3285,6.4834,7.473,8.8406
"GENE1861",5.9843,5.6809,5.4129,5.7259,4.8027,5.5079,4.6329,5.6911,5.4727,6.7805,5.6551,4.448
"GENE1862",3.1434,5.1044,4.3499,5.0561,2.8989,3.7565,0.9848,2.1644,1.7977,1.1594,0.4561,1.0342
"GENE1863",5.3838,5.8815,5.5955,5.517,5.7577,5.5999,5.6079,5.5238,5.1856,5.9067,5.4923,4.4766
"GENE1864",10.017,8.9465,7.6695,7.996,7.8982,9.1478,9.5214,8.9413,8.9305,8.7839,8.3504,8.421
"GENE1865",9.7096,9.1438,9.5668,10.5036,9.5206,10.1637,8.9416,9.1761,9.1732,9.1105,9.1839,10.7371
"GENE1866",3.6655,5.6315,5.3966,5.8312,5.2506,5.2308,6.3816,5.6185,7.18,4.5409,4.4445,5.417
"GENE1867",7.0301,7.546,7.0092,8.0047,9.4037,8.3529,7.353,7.5057,6.2877,7.4252,6.6548,5.6791
"GENE1868",5.6325,5.6453,5.0656,5.6942,5.3975,5.5621,5.3322,5.6335,5.7405,5.0598,6.0248,5.6449
"GENE1869",5.1621,4.7451,5.1757,5.7394,4.551,5.6626,5.8344,4.9713,7.3553,5.2368,5.9288,6.203
"GENE1870",5.689,5.3672,5.4942,4.5491,4.8866,5.9046,3.7624,4.2308,4.503,4.6582,6.8289,4.1529
"GENE1871",3.0097,2.6417,2.767,1.9315,2.6853,2.0247,2.206,2.1542,2.882,2.4758,2.313,2.1771
"GENE1872",9.5543,8.7208,9.3244,9.4499,11.1387,9.4589,10.7198,9.8436,9.0452,9.729,8.9246,11.1981
"GENE1873",6.5044,6.298,7.64,8.0241,8.4402,8.0578,7.1216,7.681,6.9238,7.5341,8.0259,6.9029
"GENE1874",1.6858,2.1936,2.4871,2.5678,3.0533,1.8644,2.1831,3.1444,3.2745,3.9624,2.7084,2.9409
"GENE1875",5.684,5.0457,4.3698,6.2669,6.0966,3.9941,5.535,4.5422,5.9332,4.6303,5.2355,4.3286
"GENE1876",8.4046,8.3125,8.7655,9.1153,9.5592,9.4274,9.5727,7.3491,10.3257,8.7013,9.7987,8.8869
"GENE1877",6.1803,5.8457,7.875,5.823,6.7647,6.1426,7.1845,7.2154,7.7209,7.508,4.4551,5.2415
"GENE1878",6.5809,6.6727,6.3736,6.3121,6.7044,6.6334,6.8508,6.354,6.3521,6.0138,6.0569,6.2864
"GENE1879",7.9785,7.2777,7.4401,7.4706,7.7793,6.902,7.4391,6.7536,8.4714,6.984,8.3674,7.4581
"GENE1880",7.9144,7.8678,7.3931,9.5341,8.4237,8.4065,7.7989,9.0162,9.4128,7.5755,7.6518,8.3328
"GENE1881",6.7561,8.5224,6.6888,6.6922,8.4065,7.6622,6.8449,8.854,7.7525,8.5002,7.8412,7.3423
"GENE1882",7.3433,7.0533,6.7339,6.9749,6.512,6.4103,6.8504,6.6662,6.7032,6.0126,6.7227,6.6677
"GENE1883",9.2939,8.243,8.9361,8.0337,8.9087,7.9043,8.2594,8.2051,8.5833,8.1411,9.0606,8.2834
"GENE1884",9.447,10.3234,8.7144,8.959,8.9801,8.5897,9.22,8.8288,9.9426,8.8432,10.2686,9.8172
"GENE1885",6.6975,5.8966,6.4617,5.6913,6.0631,6.8361,6.5136,7.2929,6.1788,6.815,5.6269,5.9893
"GENE1886",4.597,5.6964,6.1581,4.5447,5.2773,5.4343,5.6615,4.0338,7.5005,5.6488,6.1538,5.0324
"GENE1887",6.2007,6.2641,5.8561,5.5339,6.1874,5.414,6.2324,4.9877,5.88,5.7618,5.7002,5.4825
"GENE1888",6.0549,7.0619,6.1578,6.5225,7.7899,6.3825,6.6857,6.7371,5.9748,8.1606,6.0514,6.5311
"GENE1889",4.5167,4.9085,6.0964,4.2414,4.8758,5.208,4.8621,5.2859,4.6755,5.1433,5.2651,4.9847
"GENE1890",7.0219,6.472,7.006,6.639,6.9718,7.684,7.792,7.6436,8.0196,6.2511,6.8869,7.1336
"GENE1891",3.466,3.3102,2.6732,3.5354,3.8124,3.1035,3.328,2.5738,3.6069,2.7098,2.8286,2.7434
"GENE1892",10.8639,9.8119,9.6614,10.5097,10.5783,8.6324,11.575,8.9778,12.0977,10.0122,9.2242,9.0426
"GENE1893",1.1042,1.502,1.0047,1.2968,1.0212,1.5969,0.513,1.6481,0.918,1.1215,1.3824,1.3273
"GENE1894",4.8785,8.9297,7.6532,5.6815,6.5635,7.2071,6.016,7.2753,4.2663,5.8615,6.9139,6.078
"GENE1895",6.2471,5.9882,5.77,7.0381,6.4114,6.6319,7.6733,8.0812,7.6361,8.1609,8.1591,8.6092
"GENE1896",7.359,6.6054,6.275,7.2771,6.6937,7.4843,7.041,8.3397,7.2145,6.6306,7.4939,7.0903
"GENE1897",5.7281,5.8185,5.6564,4.6789,5.706,4.4854,6.7541,5.773,6.4265,6.2718,6.1759,5.8204
"GENE1898",10.6979,9.9603,10.915,10.3677,10.8212,10.2929,11.147,9.5323,10.8298,9.2541,12.1401,10.85
"GENE1899",5.7914,5.4654,5.5015,6.3533,4.9965,6.2182,5.6512,5.4883,5.5281,6.0266,5.1476,5.5942
"GENE1900",6.7375,6.361,6.855,7.3713,7.1447,6.5944,5.5907,7.1413,5.7088,7.4842,6.2524,5.7405
"GENE1901",7.7257,8.6775,7.3869,8.6755,9.5099,8.7813,9.6041,7.8325,8.2709,7.571,7.0701,8.4662
"GENE1902",6.3947,7.1617,6.3856,6.9,7.1836,6.7415,6.9422,5.5532,7.5479,8.0224,7.6679,6.4334
"GENE1903",6.8878,4.4281,6.065,6.0765,6.5521,5.3084,6.4672,5.4766,6.7668,6.2412,6.4977,6.592
"GENE1904",4.8176,3.4747,4.9384,5.7962,4.6015,4.4734,5.8719,5.6223,6.777,5.2782,8.1537,5.4842
"GENE1905",7.1574,7.0535,6.0208,6.5102,5.1253,5.8576,6.3655,4.4288,5.5714,3.7229,6.7292,4.68
"GENE1906",4.2295,3.8969,5.3555,3.2609,4.0837,3.6368,5.3874,3.0097,6.1663,3.8541,2.9907,3.3106
"GENE1907",6.8555,7.8512,7.5753,6.9798,6.6378,6.8543,7.2481,7.561,7.4248,8.0651,7.4832,8.1842
"GENE1908",7.5266,7.8066,6.7424,7.1129,8.2942,6.8075,6.569,8.5402,5.5723,6.2483,6.9435,7.0134
"GENE1909",4.2853,5.0199,4.2183,3.4973,3.9824,3.6538,4.0032,4.7702,3.6547,3.8977,4.8879,4.7136
"GENE1910",6.8055,5.4869,6.3,4.3271,6.3768,3.0939,5.6022,5.052,4.8847,4.9283,4.5243,5.382
"GENE1911",8.3372,8.5123,9.753,7.622,7.5823,8.481,7.562,8.2998,9.0511,7.4804,8.9685,9.284
"GENE1912",9.0937,8.7011,8.1408,8.1764,8.2382,8.0855,9.1702,8.3366,8.363,8.047,8.393,8.5394
"GENE1913",3.8436,4.0249,4.3317,4.061,3.372,4.2209,3.8587,3.4723,3.7672,3.924,3.1729,4.6803
"GENE1914",8.1561,7.149,7.5341,7.0274,6.9542,7.3386,8.4473,7.2048,7.2305,6.5866,7.3158,6.5704
"GENE1915",5.5932,6.1025,6.4564,7.324,6.5,4.554,6.7324,5.7608,5.5776,5.8199,4.5618,3.052
"GENE1916",6.0476,7.5519,6.8135,7.1561,6.4991,7.1402,8.886,7.0415,6.8271,5.8384,8.3099,7.0166
"GENE1917",4.9908,4.3953,4.2008,3.9168,3.922,4.5793,2.6262,4.9404,4.5416,3.3315,5.3087,5.3255
