"gene","logFC","AveExpr","pvalue","padj"
"ENSG00000227337",-0.3771,7.0262,0.655,0.8355
"ENSG00000227344",-0.139,7.6775,0.6239,0.8164
"ENSG00000227345",0.0714,8.8809,0.623,0.816
"ENSG00000227347",0.2026,7.6267,0.5079,0.7339
"ENSG00000227354",-0.4628,7.4749,0.2734,0.5188
"ENSG00000227359",-0.0186,7.0295,0.9823,0.9923
"ENSG00000227372",-0.21,10.2463,0.03327,0.1178
"ENSG00000227376",0.2144,8.4778,0.2541,0.497
"ENSG00000227398",-0.7007,7.6765,0.01156,0.05159
"ENSG00000227438",-0.315,7.2387,0.5977,0.7979
"ENSG00000227447",-0.0566,7.1031,0.9362,0.9733
"ENSG00000227449",-0.2911,9.2168,0.03878,0.1325
"ENSG00000227473",0.3093,7.5085,0.3472,0.595
"ENSG00000227482",0.6123,7.2332,0.2912,0.5396
"ENSG00000227486",0.264,7.1771,0.6696,0.8439
"ENSG00000227496",0.9956,7.2151,0.06144,0.1873
"ENSG00000227500",0.0152,9.9147,0.8841,0.9523
"ENSG00000227517",-1.4941,7.0906,0.03989,0.1353
"ENSG00000227518",-0.7246,7.7407,0.006427,0.03209
"ENSG00000227525",-0.2098,7.3623,0.6075,0.8059
"ENSG00000227533",-0.5513,7.5234,0.09681,0.2591
"ENSG00000227540",0.2585,7.1576,0.6748,0.8473
"ENSG00000227542",-0.4662,7.0887,0.5277,0.7481
"ENSG00000227543",-0.0315,7.0538,0.9677,0.9872
"ENSG00000227544",0.5716,7.603,0.118,0.299
"ENSG00000227558",-0.2877,8.8449,0.07924,0.2246
"ENSG00000227603",-0.1465,7.1773,0.7958,0.9124
"ENSG00000227615",0.0615,8.1725,0.7468,0.889
"ENSG00000227632",-0.1164,7.546,0.7174,0.8724
"ENSG00000227638",0.4688,7.0154,0.6233,0.8162
"ENSG00000227653",0.7203,7.2137,0.1942,0.4195
"ENSG00000227671",-0.1353,8.8898,0.299,0.5479
"ENSG00000227700",-0.4976,7.1038,0.4592,0.6964
"ENSG00000227725",-0.2481,8.2902,0.1859,0.4079
"ENSG00000227733",-0.376,7.9149,0.1163,0.2961
"ENSG00000227741",-0.8303,7.1049,0.2563,0.5
"ENSG00000227775",-0.4855,9.1224,0.0001534,0.001289
"ENSG00000227778",0.1357,7.6457,0.6633,0.8409
"ENSG00000227781",0.0379,7.3084,0.9323,0.9726
"ENSG00000227799",-0.2272,7.0954,0.7431,0.8865
"ENSG00000227825",-1.3695,7.0253,0.1212,0.3047
"ENSG00000227827",0.3293,11.4828,0.007719,0.03739
"ENSG00000227850",-0.2947,7.1678,0.6129,0.8099
"ENSG00000227855",-0.0345,7.5133,0.9178,0.966
"ENSG00000227879",-0.0924,7.4464,0.8347,0.9313
"ENSG00000227888",-0.3677,7.3081,0.4784,0.712
"ENSG00000227896",-0.0396,7.3431,0.9337,0.9726
"ENSG00000227906",-0.6396,7.1803,0.2867,0.5353
"ENSG00000227921",0.9778,7.3017,0.03524,0.1232
"ENSG00000227922",-0.6962,7.0534,0.3979,0.644
"ENSG00000227939",-0.2487,8.6662,0.1081,0.2813
"ENSG00000227946",0.6124,7.3329,0.1418,0.3413
"ENSG00000227953",-0.3154,7.3875,0.4141,0.6596
"ENSG00000227954",0.4362,8.1642,0.0302,0.1093
"ENSG00000227973",1.1604,7.0412,0.1736,0.3908
"ENSG00000227992",-0.0234,7.4925,0.9457,0.9769
"ENSG00000228007",-0.2394,7.9105,0.3068,0.5557
"ENSG00000228010",-0.6229,7.1085,0.3827,0.6293
"ENSG00000228035",-0.6467,7.5538,0.05981,0.1836
"ENSG00000228039",-0.5144,7.0528,0.5043,0.7317
"ENSG00000228049",-0.4695,7.5082,0.1565,0.365
"ENSG00000228050",0.1329,7.6194,0.6484,0.8316
"ENSG00000228053",0.4003,8.0122,0.2026,0.431
"ENSG00000228057",-0.214,8.3379,0.2025,0.4309
"ENSG00000228065",-0.5364,7.1525,0.4087,0.6545
"ENSG00000228071",-0.1635,7.6577,0.5927,0.7953
"ENSG00000228078",-0.3522,7.0306,0.6803,0.8498
"ENSG00000228084",-1.026,7.0401,0.2237,0.4574
"ENSG00000228106",0.0183,7.4314,0.9605,0.9848
"ENSG00000228109",-0.808,7.4044,0.04158,0.1399
"ENSG00000228110",-0.0125,7.5214,0.9718,0.9891
"ENSG00000228158",0.6412,7.5157,0.05764,0.1788
"ENSG00000228192",-0.9385,7.0402,0.2583,0.5025
"ENSG00000228196",0.3969,7.0352,0.6425,0.8283
"ENSG00000228201",-0.6397,7.0225,0.4978,0.7266
"ENSG00000228205",0.1086,7.4996,0.7534,0.8917
"ENSG00000228217",0.3784,7.8469,0.1294,0.3197
"ENSG00000228218",-0.3613,8.6811,0.01175,0.0522
"ENSG00000228221",0.481,9.5852,0.01692,0.06947
"ENSG00000228223",0.3296,9.4306,0.002404,0.01409
"ENSG00000228224",0.1011,7.2705,0.8302,0.9292
"ENSG00000228232",-0.1322,8.7218,0.3994,0.6455
"ENSG00000228243",-0.7536,7.5698,0.01975,0.07872
"ENSG00000228253",0.0843,11.4042,0.4466,0.6863
"ENSG00000228265",-0.3131,7.225,0.563,0.7748
"ENSG00000228274",-0.6119,7.4805,0.09315,0.2516
"ENSG00000228283",0.0727,7.1016,0.9156,0.9653
"ENSG00000228288",-0.4138,7.9201,0.09912,0.2638
"ENSG00000228290",0.9413,7.1097,0.1828,0.4037
"ENSG00000228300",-0.0288,8.879,0.8504,0.9381
"ENSG00000228302",0.7594,7.0852,0.3549,0.6025
"ENSG00000228305",0.5171,7.6507,0.0833,0.2329
"ENSG00000228327",-0.6751,7.7059,0.01698,0.06963
"ENSG00000228328",0.2634,7.0845,0.731,0.8796
"ENSG00000228330",0.2793,7.144,0.6641,0.8413
"ENSG00000228340",-0.5843,7.0389,0.4803,0.7132
"ENSG00000228343",0.4132,8.1432,0.02821,0.1038
"ENSG00000228363",-0.2985,7.0438,0.7216,0.8748
"ENSG00000228389",-0.679,7.0733,0.3888,0.6345
"ENSG00000228393",-0.0404,7.3862,0.9265,0.9696
"ENSG00000228395",-0.0742,7.1993,0.9003,0.9593
"ENSG00000228407",0.6311,7.1452,0.3141,0.5631
"ENSG00000228409",0.194,7.8081,0.4433,0.6843
"ENSG00000228434",-0.2384,7.1582,0.7345,0.8818
"ENSG00000228436",-0.3855,7.5302,0.243,0.4829
"ENSG00000228439",-0.1417,7.5656,0.6458,0.83
"ENSG00000228451",-0.2292,7.9896,0.2745,0.5202
"ENSG00000228452",-0.6124,7.367,0.1249,0.3115
"ENSG00000228463",-0.3627,7.945,0.1158,0.2952
"ENSG00000228474",-0.0963,10.836,0.3359,0.5848
"ENSG00000228477",-0.1414,7.7658,0.5849,0.7904
"ENSG00000228486",-0.0835,7.4861,0.809,0.9186
"ENSG00000228492",-0.0231,7.3243,0.9575,0.984
"ENSG00000228501",-0.4593,7.0929,0.5349,0.7539
"ENSG00000228502",0.0137,13.2507,0.8981,0.9585
"ENSG00000228506",0.0247,7.5767,0.9364,0.9733
"ENSG00000228519",-0.0041,7.642,0.9885,0.9952
"ENSG00000228532",-0.3696,7.2845,0.4196,0.664
"ENSG00000228544",-0.5843,7.3983,0.1247,0.3111
"ENSG00000228561",0.4514,7.6515,0.127,0.3153
"ENSG00000228570",-0.0492,8.2142,0.7882,0.909
"ENSG00000228589",0.1484,9.6747,0.2208,0.4537
"ENSG00000228594",0.4707,8.1347,0.01737,0.07094
"ENSG00000228601",0.2746,7.5222,0.4654,0.701
"ENSG00000228606",1.1435,7.112,0.08472,0.2358
"ENSG00000228612",1.1006,7.1792,0.0673,0.1999
"ENSG00000228623",-0.1335,7.9235,0.5569,0.7705
"ENSG00000228624",-0.0865,7.1511,0.8872,0.9539
"ENSG00000228638",-0.0731,7.8138,0.7746,0.9022
"ENSG00000228649",-0.1006,7.7066,0.7071,0.8663
"ENSG00000228665",0.0587,7.1045,0.9314,0.9724
"ENSG00000228672",0.2574,7.5278,0.423,0.6672
"ENSG00000228695",-0.0415,9.9295,0.6981,0.8614
"ENSG00000228696",-0.3807,8.1731,0.08104,0.2282
"ENSG00000228709",-0.0652,7.1544,0.9161,0.9656
"ENSG00000228716",-0.2846,8.7646,0.07518,0.2163
"ENSG00000228753",0.171,7.2953,0.7088,0.8672
"ENSG00000228766",-0.1614,7.278,0.7279,0.878
"ENSG00000228775",-0.6382,7.3997,0.09359,0.2525
"ENSG00000228782",-0.166,7.9767,0.4352,0.6775
"ENSG00000228784",-1.7971,7.0699,0.0281,0.1035
"ENSG00000228791",0.6866,7.0271,0.4204,0.6648
"ENSG00000228794",0.3507,9.0575,0.009556,0.04428
"ENSG00000228797",1.1736,7.2414,0.02806,0.1034
"ENSG00000228798",-1.8202,7.1067,0.01048,0.04775
"ENSG00000228801",-0.9412,7.5429,0.003681,0.02011
"ENSG00000228818",-0.0918,7.1767,0.8757,0.9478
"ENSG00000228852",-0.3296,7.1331,0.6015,0.8014
"ENSG00000228868",-0.6882,7.2347,0.1759,0.3943
"ENSG00000228878",0.2251,7.3403,0.6124,0.8095
"ENSG00000228882",-0.9175,7.0909,0.2173,0.4496
"ENSG00000228887",-0.1187,7.1143,0.8553,0.9403
"ENSG00000228889",-0.7484,7.1896,0.1948,0.4202
"ENSG00000228903",-0.1467,8.0924,0.4728,0.7069
"ENSG00000228914",-0.7756,7.0941,0.2697,0.5149
"ENSG00000228925",-0.8495,7.0717,0.2525,0.4954
"ENSG00000228929",-0.016,8.7631,0.9084,0.9621
"ENSG00000228960",0.0769,8.6339,0.6052,0.8047
"ENSG00000228962",-0.939,7.0221,0.3071,0.556
"ENSG00000228981",-0.0077,8.7431,0.9647,0.9863
"ENSG00000228989",0.1926,7.6438,0.52,0.7425
"ENSG00000228998",-0.2024,8.1005,0.2947,0.5429
"ENSG00000229017",-1.056,7.0495,0.2266,0.4616
"ENSG00000229018",0.1826,7.7971,0.4515,0.6905
"ENSG00000229036",-0.6355,7.6643,0.02728,0.1013
"ENSG00000229043",-0.5475,7.7519,0.03641,0.126
"ENSG00000229081",0.9594,7.5428,0.005306,0.02745
"ENSG00000229083",0.5746,7.0722,0.4436,0.6843
"ENSG00000229097",0.2998,7.4249,0.4505,0.6898
"ENSG00000229107",0.1308,7.903,0.6124,0.8095
"ENSG00000229116",-1.4684,7.2112,0.009474,0.04397
"ENSG00000229117",-0.0658,14.2148,0.4407,0.6821
"ENSG00000229119",0.0928,11.4982,0.3169,0.5653
"ENSG00000229122",0.0935,7.1005,0.9032,0.9609
"ENSG00000229124",0.395,7.1777,0.5298,0.7498
"ENSG00000229127",0.3273,7.1528,0.5845,0.79
"ENSG00000229132",0.0117,8.0426,0.9567,0.9836
"ENSG00000229133",0.4978,7.027,0.5644,0.7757
"ENSG00000229152",-0.1713,7.9081,0.4565,0.694
"ENSG00000229153",0.6837,7.0646,0.3848,0.6309
"ENSG00000229161",0.2786,7.09,0.7118,0.8688
"ENSG00000229178",-1.0721,7.0192,0.2431,0.4829
"ENSG00000229180",0.071,8.3059,0.683,0.8516
"ENSG00000229183",-0.9944,7.1328,0.1441,0.3448
"ENSG00000229186",-0.1091,7.5939,0.7266,0.8777
"ENSG00000229211",0.84,7.0291,0.341,0.5896
"ENSG00000229212",-0.7024,8.1464,0.001644,0.01017
"ENSG00000229214",-0.4534,7.1709,0.4595,0.6967
"ENSG00000229251",0.4054,8.4417,0.02015,0.08
"ENSG00000229256",-0.2498,7.308,0.584,0.7897
"ENSG00000229266",1.0335,7.1122,0.1709,0.3869
"ENSG00000229267",0.0546,7.213,0.9166,0.9658
"ENSG00000229273",-0.4242,7.5372,0.1845,0.4063
"ENSG00000229320",0.2082,7.6958,0.4402,0.6817
"ENSG00000229325",-0.9324,7.0791,0.2045,0.4333
"ENSG00000229334",0.551,7.0516,0.4945,0.7245
"ENSG00000229344",0.203,10.8935,0.1392,0.337
"ENSG00000229349",0.7716,7.2017,0.153,0.3596
"ENSG00000229358",0.1765,7.6774,0.5382,0.7565
"ENSG00000229368",1.1074,7.054,0.1576,0.3666
"ENSG00000229373",3.0533,7.0113,0.005596,0.02865
"ENSG00000229376",-0.1604,7.3438,0.6975,0.8611
"ENSG00000229413",0.1386,7.1955,0.803,0.9155
"ENSG00000229419",0.1569,8.7187,0.3036,0.5527
"ENSG00000229425",-0.3308,7.1278,0.6128,0.8098
"ENSG00000229431",-0.5324,7.1832,0.3395,0.5878
"ENSG00000229472",-0.3024,7.0641,0.6935,0.8588
"ENSG00000229474",-1.1506,7.3256,0.00871,0.04115
"ENSG00000229481",-1.7838,7.0525,0.03231,0.1154
"ENSG00000229503",0.0745,9.2373,0.5637,0.7752
"ENSG00000229509",0.3124,7.0521,0.7248,0.8764
"ENSG00000229539",0.6481,7.0143,0.4616,0.6981
"ENSG00000229563",-0.4877,7.1488,0.5043,0.7317
"ENSG00000229589",-0.1829,7.2034,0.7455,0.888
"ENSG00000229605",0.0559,10.01,0.5852,0.7906
"ENSG00000229619",0.7383,9.3717,2.289e-10,5.424e-09
"ENSG00000229631",-0.44,8.3144,0.009754,0.04506
"ENSG00000229638",-0.1242,11.0834,0.3165,0.5652
"ENSG00000229644",1.0857,9.8163,7.995e-11,1.983e-09
"ENSG00000229645",0.5234,9.2926,0.001558,0.009726
"ENSG00000229647",3.1841,7.0027,0.002239,0.01327
"ENSG00000229656",0.7262,7.0786,0.3147,0.5635
"ENSG00000229657",0.8783,7.2624,0.08716,0.2402
"ENSG00000229659",-0.1392,7.1792,0.8043,0.9161
"ENSG00000229666",0.2309,7.0059,0.8069,0.9175
"ENSG00000229689",-0.4799,7.6525,0.163,0.3753
"ENSG00000229692",0.214,7.6212,0.4916,0.7225
"ENSG00000229715",0.794,7.0834,0.3136,0.5627
"ENSG00000229728",-0.1554,7.0691,0.8388,0.9329
"ENSG00000229729",0.1277,8.1738,0.5236,0.7447
"ENSG00000229776",-1.0888,7.1551,0.08143,0.229
"ENSG00000229789",0.1896,8.2536,0.2769,0.5229
"ENSG00000229801",0.3518,7.3218,0.4144,0.6596
"ENSG00000229807",-0.106,8.0837,0.9621,0.9852
"ENSG00000229809",-0.2191,8.3163,0.2214,0.4545
"ENSG00000229816",0.2002,7.238,0.7085,0.867
"ENSG00000229828",0.3432,7.8395,0.181,0.4013
"ENSG00000229833",0.7087,7.4105,0.05759,0.1786
"ENSG00000229841",-0.2631,7.2922,0.6104,0.8081
"ENSG00000229848",-0.3199,7.1115,0.6672,0.8426
"ENSG00000229852",-0.5155,7.8094,0.03694,0.1275
"ENSG00000229859",-1.4423,7.22,0.007953,0.03825
"ENSG00000229873",0.5515,7.1731,0.3494,0.597
"ENSG00000229874",-0.301,8.6617,0.06789,0.2011
"ENSG00000229891",-0.6146,7.3464,0.1941,0.4195
"ENSG00000229894",0.5459,7.1675,0.3589,0.606
"ENSG00000229897",-0.0675,7.2482,0.8947,0.9565
"ENSG00000229927",0.9386,7.5437,0.005149,0.0268
"ENSG00000229931",-1.15,7.3933,0.02878,0.1054
"ENSG00000229932",-0.0233,8.7447,0.8801,0.9499
"ENSG00000229939",0.1072,8.5201,0.5505,0.7661
"ENSG00000229944",0.0335,9.0936,0.806,0.917
"ENSG00000229951",0.8109,7.311,0.08477,0.2359
"ENSG00000229956",-0.8791,7.1049,0.1983,0.4256
"ENSG00000229980",0.1429,7.0666,0.8489,0.9375
"ENSG00000229994",0.0213,8.3963,0.9048,0.9612
"ENSG00000230018",2.3421,7.5314,1.032e-10,2.529e-09
"ENSG00000230021",-0.0226,7.1342,0.9725,0.9891
"ENSG00000230037",-0.1398,7.0688,0.8509,0.9382
"ENSG00000230055",0.3847,8.6067,0.009414,0.04378
"ENSG00000230067",-0.2002,7.1196,0.7735,0.9015
"ENSG00000230069",-1.4884,7.0661,0.0681,0.2015
"ENSG00000230074",0.0261,7.6469,0.9299,0.9717
"ENSG00000230076",-0.0368,9.7426,0.7306,0.8793
"ENSG00000230084",0.7916,7.6244,0.007065,0.03476
"ENSG00000230091",-0.6832,7.424,0.06236,0.1893
"ENSG00000230124",-0.4913,7.8299,0.04779,0.1554
"ENSG00000230146",-0.4389,7.0519,0.5713,0.7812
"ENSG00000230148",0.7487,7.3683,0.07699,0.22
"ENSG00000230154",0.2347,8.6491,0.1328,0.3256
"ENSG00000230163",0.2383,7.2566,0.6403,0.8267
"ENSG00000230170",-0.0977,7.0512,0.9042,0.9612
"ENSG00000230177",0.4585,7.0391,0.5963,0.797
"ENSG00000230183",0.0688,7.4288,0.8611,0.9428
"ENSG00000230189",-0.0019,7.2849,0.9968,0.9986
"ENSG00000230195",0.1861,8.9407,0.1422,0.3418
"ENSG00000230199",-0.2339,7.6069,0.4921,0.7229
"ENSG00000230202",-0.04,11.5026,0.6842,0.8526
"ENSG00000230204",-0.0212,10.099,0.8668,0.9446
"ENSG00000230207",-0.173,9.7216,0.1946,0.42
"ENSG00000230210",0.5415,7.6231,0.06476,0.1943
"ENSG00000230216",1.0931,7.2134,0.04362,0.145
"ENSG00000230221",-0.1894,7.1299,0.7842,0.9068
"ENSG00000230224",-0.4717,7.1401,0.4398,0.6815
"ENSG00000230266",0.2845,7.2606,0.5557,0.7696
"ENSG00000230267",-0.1827,7.5426,0.5858,0.7907
"ENSG00000230280",-0.2328,7.13,0.7469,0.889
"ENSG00000230291",-0.6111,8.0276,0.03974,0.135
"ENSG00000230304",-0.0872,7.3005,0.8561,0.9407
"ENSG00000230311",0.0402,7.9635,0.8569,0.9409
"ENSG00000230319",0.2484,7.0858,0.7283,0.8781
"ENSG00000230330",-0.1897,7.4732,0.5786,0.7861
"ENSG00000230333",0.7792,7.6003,0.0205,0.08101
"ENSG00000230358",-0.1034,7.1971,0.8565,0.9408
"ENSG00000230359",-0.2931,7.0804,0.7059,0.8655
"ENSG00000230364",0.0947,7.4055,0.8179,0.9227
"ENSG00000230368",-0.5637,7.0819,0.4813,0.7142
"ENSG00000230373",0.0578,9.3108,0.6757,0.8478
"ENSG00000230383",-0.1915,9.7148,0.106,0.2773
"ENSG00000230395",0.2434,7.3526,0.5538,0.7687
"ENSG00000230397",-0.2197,7.645,0.4391,0.6809
"ENSG00000230409",-0.31,9.7563,0.002137,0.01276
"ENSG00000230415",-0.6132,7.2243,0.2901,0.5385
"ENSG00000230417",-1.6497,7.4979,1.361e-05,0.0001477
"ENSG00000230424",-0.81,7.0311,0.3363,0.5851
"ENSG00000230435",0.6521,7.0335,0.4261,0.6698
"ENSG00000230438",-0.5116,7.4618,0.1768,0.3955
"ENSG00000230453",-0.917,7.0148,0.3248,0.5729
"ENSG00000230454",-0.4501,7.4226,0.2438,0.4839
"ENSG00000230455",-0.0124,7.2991,0.978,0.9909
"ENSG00000230457",0.2005,7.0719,0.7929,0.9114
"ENSG00000230487",-0.3645,9.108,0.01879,0.07552
"ENSG00000230490",-0.9497,7.0284,0.261,0.5052
"ENSG00000230499",0.0701,7.2216,0.9084,0.9621
"ENSG00000230508",-0.2468,7.0248,0.7812,0.9054
"ENSG00000230510",-0.5092,7.3042,0.2527,0.4955
"ENSG00000230513",-0.095,7.4274,0.8164,0.9223
"ENSG00000230551",-0.1371,8.9999,0.261,0.5052
"ENSG00000230555",-0.0132,7.514,0.9694,0.9881
"ENSG00000230561",0.3844,7.0947,0.587,0.7912
"ENSG00000230562",-0.1986,7.6743,0.4742,0.7084
"ENSG00000230563",-0.4185,7.2594,0.4284,0.6715
"ENSG00000230565",-0.8762,7.2581,0.09906,0.2638
"ENSG00000230567",-0.003,8.7054,0.9857,0.994
"ENSG00000230578",-0.0676,7.4784,0.8488,0.9375
"ENSG00000230587",1.5817,7.0745,0.0362,0.1254
"ENSG00000230590",-0.4176,7.818,0.08506,0.2365
"ENSG00000230592",-0.0252,7.2614,0.9595,0.9842
"ENSG00000230596",-1.3184,6.966,0.2665,0.511
"ENSG00000230606",-0.5783,8.8996,6.701e-05,0.0006177
"ENSG00000230615",-1.3622,7.1082,0.05139,0.1637
"ENSG00000230623",-1.2809,7.0605,0.1115,0.2877
"ENSG00000230626",0.3764,7.9123,0.1485,0.3529
"ENSG00000230629",0.2115,10.3895,0.05208,0.1653
"ENSG00000230630",-0.2409,8.5428,0.1693,0.3844
"ENSG00000230633",0.8533,7.3809,0.06086,0.1861
"ENSG00000230658",0.0108,7.0531,0.9907,0.9963
"ENSG00000230665",-0.2768,7.0514,0.7209,0.8746
"ENSG00000230667",0.3141,7.1308,0.625,0.8172
"ENSG00000230673",1.0678,7.0222,0.2596,0.5039
"ENSG00000230712",1.2926,7.2467,0.02327,0.08957
"ENSG00000230715",0.2336,8.0194,0.2651,0.5096
"ENSG00000230724",-0.2834,9.0167,0.0263,0.09851
"ENSG00000230733",0.557,9.0293,2.878e-05,0.000289
"ENSG00000230734",-0.0275,7.7126,0.9172,0.9658
"ENSG00000230756",0.2918,8.9363,0.02923,0.1067
"ENSG00000230777",0.2748,7.2002,0.6883,0.8554
"ENSG00000230795",-0.2478,7.5852,0.4348,0.6769
"ENSG00000230797",-0.2947,7.5169,0.402,0.6482
"ENSG00000230812",-0.8894,7.2912,0.06548,0.1959
"ENSG00000230844",-0.2004,7.5827,0.5109,0.7358
"ENSG00000230847",-0.2772,7.1589,0.6752,0.8474
"ENSG00000230850",-0.2626,7.3343,0.5361,0.7549
"ENSG00000230856",0.346,7.3721,0.4011,0.6472
"ENSG00000230869",-0.1649,8.1618,0.3916,0.6374
"ENSG00000230870",-0.4618,7.0501,0.5719,0.7813
"ENSG00000230896",-0.3635,7.3989,0.3896,0.6355
"ENSG00000230897",0.0468,8.1854,0.7943,0.9117
"ENSG00000230903",0.0115,12.6779,0.88,0.9499
"ENSG00000230918",-0.7136,7.036,0.3994,0.6455
"ENSG00000230928",-0.3459,7.1576,0.5542,0.7688
"ENSG00000230953",-0.6858,7.3009,0.1396,0.3375
"ENSG00000230979",-0.1393,9.8592,0.2687,0.5136
"ENSG00000230982",-0.2863,7.4831,0.4686,0.7038
"ENSG00000230989",0.1297,10.705,0.1479,0.3517
"ENSG00000231006",0.2883,9.5655,0.03773,0.1298
"ENSG00000231007",-0.1936,7.3079,0.6688,0.8436
"ENSG00000231025",0.182,7.8512,0.4888,0.7205
"ENSG00000231028",-1.3171,7.0797,0.07882,0.2239
"ENSG00000231035",-0.6913,7.0624,0.3851,0.6312
"ENSG00000231043",0.0568,7.4217,0.8869,0.9539
"ENSG00000231064",-0.3354,7.3653,0.4386,0.6804
"ENSG00000231074",-0.2564,9.1103,0.05855,0.1808
"ENSG00000231084",0.2041,7.192,0.716,0.8715
"ENSG00000231106",0.2501,8.7672,0.1064,0.2779
"ENSG00000231113",0.2623,7.3459,0.5328,0.7523
"ENSG00000231125",0.1083,7.0602,0.8921,0.9552
"ENSG00000231154",-0.0618,7.0947,0.93,0.9717
"ENSG00000231160",-0.7658,7.3706,0.09526,0.256
"ENSG00000231167",0.0899,8.3175,0.6213,0.8149
"ENSG00000231177",-0.1508,7.0161,0.8775,0.949
"ENSG00000231185",-0.0846,7.0349,0.9207,0.967
"ENSG00000231187",-0.0963,7.4131,0.8024,0.9153
"ENSG00000231205",-0.13,7.8909,0.587,0.7912
"ENSG00000231209",0.1137,7.0568,0.8859,0.9533
"ENSG00000231234",0.1816,7.8022,0.5035,0.7311
"ENSG00000231242",-0.6645,7.7612,0.01412,0.06027
"ENSG00000231244",-0.175,7.2248,0.7295,0.8786
"ENSG00000231245",1.3049,7.0881,0.1213,0.3049
"ENSG00000231246",3.4771,7.0277,0.0005256,0.003823
"ENSG00000231249",-0.7053,7.1041,0.3074,0.5563
"ENSG00000231258",0.1853,7.5576,0.5656,0.7766
"ENSG00000231259",0.1523,9.0691,0.2187,0.4511
"ENSG00000231290",-1.6617,7.1343,0.01171,0.05206
"ENSG00000231305",-0.467,7.2317,0.3802,0.6268
"ENSG00000231312",0.523,8.9055,9.301e-05,0.0008274
"ENSG00000231313",0.2359,7.2365,0.6761,0.8478
"ENSG00000231341",0.4249,7.8029,0.114,0.2922
"ENSG00000231345",-0.757,7.3717,0.07258,0.2111
"ENSG00000231346",-0.7305,7.0981,0.2922,0.5406
"ENSG00000231351",-0.0679,7.3036,0.8783,0.9492
"ENSG00000231360",-0.5409,7.3475,0.1957,0.4218
"ENSG00000231365",0.0506,8.3357,0.7782,0.9043
"ENSG00000231367",-1.0226,7.0624,0.217,0.4492
"ENSG00000231369",0.3974,7.2442,0.4458,0.6857
"ENSG00000231389",-0.013,7.5274,0.9698,0.9884
"ENSG00000231407",0.2312,7.3464,0.5941,0.7961
"ENSG00000231409",-0.0341,8.5188,0.8459,0.9362
"ENSG00000231414",-0.0521,8.3589,0.7797,0.9047
"ENSG00000231434",-0.1106,7.4689,0.7549,0.8924
"ENSG00000231437",1.0792,7.0429,0.2257,0.4603
"ENSG00000231443",-0.3052,7.2954,0.5247,0.7457
"ENSG00000231445",-1.0122,7.1241,0.1554,0.3635
"ENSG00000231464",-0.1651,7.2483,0.7495,0.8901
"ENSG00000231466",-1.4709,7.0402,0.08507,0.2365
"ENSG00000231500",-0.0255,14.3233,0.7806,0.9053
"ENSG00000231503",0.1585,7.3765,0.7077,0.8667
"ENSG00000231528",-0.1279,7.5489,0.6929,0.8585
"ENSG00000231535",0.6335,7.0497,0.4125,0.6584
"ENSG00000231549",0.4845,7.047,0.5549,0.769
"ENSG00000231551",-0.6224,7.2347,0.2305,0.4664
"ENSG00000231563",-0.9316,7.032,0.2753,0.5209
"ENSG00000231574",1.1442,7.5837,0.0007756,0.005373
"ENSG00000231579",0.0869,7.9261,0.6947,0.8597
"ENSG00000231584",-0.0754,8.0976,0.7007,0.8623
"ENSG00000231595",0.0655,7.1268,0.9202,0.967
"ENSG00000231607",-0.1529,7.2161,0.7679,0.8983
"ENSG00000231609",-0.0414,7.5989,0.9022,0.9604
"ENSG00000231611",0.3372,7.1257,0.5952,0.7964
"ENSG00000231628",0.1554,7.0402,0.8509,0.9382
"ENSG00000231632",0.5685,8.5834,0.0008224,0.00565
"ENSG00000231652",0.1198,7.2037,0.8248,0.9259
"ENSG00000231663",-0.5567,7.2181,0.3369,0.5855
"ENSG00000231672",-0.8935,7.3594,0.0306,0.1105
"ENSG00000231684",0.7572,7.0649,0.4189,0.6632
"ENSG00000231686",0.0027,8.6716,0.985,0.9937
"ENSG00000231701",0.0084,7.3012,0.9851,0.9937
"ENSG00000231711",-0.1804,8.3816,0.2745,0.5202
"ENSG00000231721",0.296,8.2569,0.1365,0.3322
"ENSG00000231731",-0.2432,7.0611,0.7686,0.8986
"ENSG00000231734",-0.6854,7.3424,0.1137,0.2915
"ENSG00000231742",0.2161,7.1526,0.7264,0.8776
"ENSG00000231747",0.3029,8.1056,0.1239,0.3097
"ENSG00000231752",-0.5067,7.1485,0.4508,0.6902
"ENSG00000231760",-0.1834,6.9585,0.8642,0.9438
"ENSG00000231767",0.3175,7.7786,0.2038,0.4324
"ENSG00000231768",-0.4004,7.4292,0.289,0.5376
"ENSG00000231770",-0.7055,7.3282,0.137,0.333
"ENSG00000231784",-1.2644,7.1162,0.09632,0.2582
"ENSG00000231789",-0.3317,7.5769,0.3147,0.5635
"ENSG00000231793",0.8878,7.0351,0.2948,0.5429
"ENSG00000231822",0.1273,7.4341,0.7342,0.8816
"ENSG00000231841",-0.4115,7.2598,0.3988,0.6452
"ENSG00000231889",0.1609,7.9239,0.4718,0.7065
"ENSG00000231890",-0.2617,7.2729,0.6485,0.8316
"ENSG00000231924",-1.073,8.2416,6.955e-08,1.169e-06
"ENSG00000231925",0.0475,11.0584,0.6185,0.8129
"ENSG00000231943",-0.6877,8.6595,0.005639,0.02883
"ENSG00000231948",-0.0905,7.046,0.9098,0.9628
"ENSG00000231952",-0.174,7.8563,0.4974,0.7263
"ENSG00000231982",-0.4392,7.023,0.6159,0.8111
