"gene","TCGA-BH-A0C0-11A","TCGA-BH-A18J-11A","TCGA-AC-A2FM-11B","TCGA-BH-A18N-11A","TCGA-BH-A0DQ-11A","TCGA-GI-A2C8-11A","TCGA-BH-A0H5-11A","TCGA-BH-A0DZ-11A","TCGA-BH-A0DL-11A","TCGA-BH-A18M-11A","TCGA-E9-A1N9-11A","TCGA-BH-A18Q-11A","TCGA-BH-A1FM-11B","TCGA-BH-A1EO-11A","TCGA-BH-A1F8-11B","TCGA-BH-A0DG-11A","TCGA-E9-A1RB-11A","TCGA-BH-A0DO-11A","TCGA-A7-A13E-11A","TCGA-BH-A1FR-11B","TCGA-A8-A0A7-01A","TCGA-E9-A22D-01A","TCGA-A8-A08H-01A","TCGA-BH-A0DZ-01A","TCGA-BH-A0BQ-01A","TCGA-JL-A3YW-01A","TCGA-E9-A22G-01A","TCGA-AO-A0JE-01A","TCGA-E9-A1N6-01A","TCGA-D8-A1XY-01A","TCGA-C8-A12T-01A","TCGA-AN-A0FX-01A","TCGA-A8-A06U-01A","TCGA-C8-A135-01A","TCGA-S3-AA14-01A","TCGA-E9-A3X8-01A","TCGA-BH-A0AW-01A","TCGA-C8-A12Q-01A","TCGA-AQ-A04L-01B","TCGA-AN-A0XP-01A","TCGA-EW-A6S9-01A","TCGA-A8-A06X-01A","TCGA-C8-A1HF-01A","TCGA-3C-AALK-01A","TCGA-C8-A12P-01A","TCGA-E2-A1IF-01A","TCGA-BH-A0C3-01A","TCGA-EW-A1IZ-01A","TCGA-GM-A2DO-01A","TCGA-EW-A1J5-01A","TCGA-D8-A1XG-01A","TCGA-BH-A5J0-01A","TCGA-E9-A227-01A","TCGA-B6-A1KC-01B","TCGA-AN-A046-01A","TCGA-AN-A0XL-01A","TCGA-E2-A1IL-01A","TCGA-A2-A0YL-01A","TCGA-D8-A1JC-01A","TCGA-AO-A12H-01A","TCGA-D8-A27K-01A","TCGA-A8-A06Y-01A","TCGA-BH-A1EY-01A","TCGA-BH-A0DL-01A","TCGA-GM-A5PX-01A","TCGA-GI-A2C8-01A","TCGA-D8-A73W-01A","TCGA-D8-A1JM-01A","TCGA-A2-A0T7-01A","TCGA-A8-A08I-01A","TCGA-BH-A0BL-01A","TCGA-LL-A441-01A","TCGA-D8-A143-01A","TCGA-EW-A6SB-01A","TCGA-E2-A150-01A","TCGA-A2-A0T2-01A","TCGA-AO-A0JL-01A","TCGA-EW-A1P4-01A","TCGA-LL-A73Y-01A","TCGA-A1-A0SK-01A","TCGA-HN-A2NL-01A","TCGA-C8-A1HJ-01A","TCGA-EW-A1PH-01A","TCGA-E9-A5FL-01A","TCGA-AC-A2QH-01A","TCGA-S3-AA15-01A","TCGA-A2-A3XT-01A","TCGA-D8-A1XQ-01A","TCGA-A7-A4SE-01A","TCGA-D8-A1JF-01A","TCGA-B6-A402-01A","TCGA-AC-A2QH-01B","TCGA-A7-A6VV-01A","TCGA-BH-A0RX-01A","TCGA-AR-A5QQ-01A"
"DCTD",11.2621,11.007,11.4031,11.2439,11.4256,10.9372,11.1456,11.6163,11.1933,11.0583,10.9619,11.0176,11.0782,11.5774,11.6325,11.2332,11.179,11.4008,11.4709,11.2883,11.2314,11.1977,11.7011,11.4536,11.7618,11.3991,10.8473,11.3416,11.4668,10.5542,11.2943,11.0134,11.0182,11.5497,10.7011,10.8249,11.3459,10.9792,12.2465,11.1516,11.4614,11.1962,11.377,11.1458,10.7463,11.3336,11.171,11.225,11.4046,11.3295,10.6396,11.0815,11.7001,11.6971,11.0223,10.214,11.7492,11.2898,11.3851,11.9145,11.5925,11.66,10.7916,10.7909,11.5018,10.5071,11.4517,11.7678,11.0234,10.4506,11.5207,10.6389,11.2075,11.5546,10.825,11.4939,11.2332,11.7492,11.1623,10.0866,11.3231,10.4481,10.6472,11.2829,11.894,10.948,11.0844,10.2609,10.8903,10.2781,10.9104,11.4291,10.415,11.1704,11.8981
"CLDN22",7.2154,6.7237,7.6094,7.1132,7.3328,6.6081,7.3053,6.8824,6.9923,6.9864,6.8733,7.0352,7.2209,7.6131,7.2111,6.9372,6.9366,6.9266,6.8001,7.3133,7.4141,6.1237,6.3112,7.927,6.8463,7.2531,6.0892,6.7539,7.7597,6.933,7.5949,6.3825,6.2001,7.4384,7.0733,7.9199,7.1153,7.6431,6.4107,6.4253,6.9016,6.2367,9.4113,6.9053,8.0418,7.037,7.1376,6.2651,7.0917,6.5804,6.5063,7.2228,6.5999,5.9657,6.4488,6.6061,7.041,6.6302,7.0069,7.9386,7.4311,6.7471,6.9574,6.0506,7.6642,6.1663,6.6765,7.5608,7.0686,5.9467,7.054,6.5317,5.8271,7.1459,5.9346,7.2076,6.8066,6.8673,7.0631,7.1819,7.734,6.4105,7.0608,6.7604,7.1255,6.3803,6.4297,7.2967,7.2133,6.9971,7.3178,6.7353,6.8881,6.5185,7.04
"WWC2",10.8809,10.567,9.3438,10.9464,11.0037,9.982,10.4448,9.4906,10.4165,10.7711,10.6722,10.4173,10.7877,10.364,10.4218,10.4766,10.9237,10.0693,10.9277,10.4514,10.1696,8.1328,9.8471,10.62,9.9212,10.2497,7.6578,10.7202,11.1945,10.9931,10.0903,8.5894,9.0522,10.7466,10.3155,8.7113,9.8059,11.3944,8.5533,8.951,9.6685,9.1199,11.7949,9.7272,11.2285,8.9148,10.9859,8.3356,9.1647,9.5902,9.458,8.8563,9.21,8.3538,9.0919,9.2866,10.9228,9.8708,10.8098,10.4582,10.9202,9.7255,10.0702,7.8737,9.5523,9.2147,9.4935,10.6903,10.5675,8.0693,10.0452,8.9965,8.3532,8.7041,8.0848,9.2067,8.1311,10.2375,10.0667,9.7702,9.6601,7.984,9.634,8.509,11.5319,8.4916,8.5888,10.346,10.2,10.3909,9.3699,11.1318,9.974,8.6349,9.3664
"CDKN2AIP",10.3454,10.0846,9.8679,9.8924,10.2499,9.9649,10.3512,9.4925,10.0354,9.9245,10.107,10.1799,10.1883,10.0429,10.213,10.2213,10.1205,10.2716,9.6925,10.0747,9.9965,9.8968,9.6756,9.5957,9.6903,10.2811,9.7199,9.6746,9.7062,9.8757,9.7441,9.715,9.9076,9.6183,9.2485,8.8961,9.7254,10.1434,10.3013,9.8491,9.9023,9.4602,10.677,9.5317,9.4639,9.6953,9.6339,10.1752,10.0768,10.0293,9.3972,9.3193,9.6752,9.7374,9.7304,9.7698,10.0221,10.2391,9.9592,10.129,10.1955,9.9485,9.3633,10.2709,9.9484,9.4592,9.807,9.0932,10.0984,9.4319,9.8605,9.7492,9.7312,9.3843,9.2717,9.3338,9.7723,9.1323,9.6765,10.1493,9.8375,9.5713,9.3405,8.7983,9.8017,9.0765,9.6124,9.5875,9.2434,9.7043,9.415,8.9466,9.487,9.5255,9.6056
"ING2",8.5181,8.1423,8.9027,8.3447,8.552,8.9295,8.4476,8.9613,8.3003,8.4505,8.2986,8.1197,8.3485,9.0887,8.4857,8.4871,8.4327,8.3418,8.3606,8.5117,8.725,10.3144,8.783,9.2795,9.1398,9.2109,9.1855,9.006,8.5455,8.6173,8.9194,8.4693,8.963,8.8476,7.988,9.4786,9.6249,8.7964,8.9331,8.5716,9.3911,8.7417,10.4958,8.7918,8.3347,9.3556,8.559,9.2706,8.3073,8.5782,7.6869,9.4569,8.9847,8.6836,8.8137,8.4228,8.8422,8.5756,9.0481,9.4311,8.7819,9.0313,8.0409,9.4692,9.9783,8.146,8.0194,8.2182,8.6713,8.7141,9.043,7.995,9.499,8.3269,8.1222,9.1759,8.495,8.6019,8.5767,7.7564,8.3736,8.7034,8.8043,8.421,7.5463,8.2661,8.5554,8.9429,8.0282,8.8605,8.7354,7.5355,8.4921,8.8099,9.1814
"RWDD4",9.3315,9.1539,9.1308,9.1079,9.3521,10.3391,9.1896,9.1862,9.1922,9.1344,8.9687,9.2138,9.3032,9.515,9.4903,9.3655,9.3192,9.462,9.178,9.1264,9.4583,9.4137,9.1837,9.1747,9.1565,9.5872,9.6,9.0201,9.3181,9.1447,9.4632,9.5928,9.0817,9.4615,8.48,9.0153,9.711,9.4223,9.9939,8.9311,9.703,8.8743,10.1957,9.1395,8.8995,9.341,8.7937,9.7003,9.0635,8.979,8.5068,9.2061,9.417,9.606,8.906,9.0341,8.9773,9.0966,9.4382,9.7597,9.4,9.4498,9.0227,9.6463,9.8494,8.8877,8.7257,9.1839,8.964,8.4438,9.3147,8.5606,9.089,9.494,9.1497,8.8744,9.85,8.8702,9.6955,9.3212,9.4902,9.3327,9.3969,8.874,9.5434,8.4513,8.7319,9.164,8.7818,9.16,9.4172,8.3989,8.6551,9.3928,9.3828
"TRAPPC11",10.8469,10.6783,9.8565,10.7828,10.7336,11.4984,10.9305,10.426,10.6966,10.6814,10.8817,10.8937,10.9639,10.5276,10.8882,11.0045,10.8823,10.967,10.8575,10.6843,10.9005,10.7644,10.8312,10.7383,10.5781,10.1975,10.5247,10.6499,10.7207,10.9841,10.5929,10.7847,10.7034,10.8298,10.3005,9.4067,10.7253,11.1474,10.8467,10.7271,10.9219,10.2009,11.1897,10.4062,10.4291,9.8836,10.8698,10.7336,10.4114,10.789,10.2098,9.8696,10.5386,11.2763,10.2941,10.68,10.981,10.9005,11.4748,10.6745,11.0511,10.9513,10.4531,10.6858,10.0612,10.4819,10.4802,10.4956,10.5963,10.6246,11.1127,9.9347,10.7066,9.8528,10.5523,9.9636,10.4072,10.2134,10.5454,10.3214,10.1923,10.3062,10.7585,9.588,11.6337,9.9686,9.9579,9.9721,9.9521,10.7366,10.0721,11.2391,10.2423,9.9129,10.4524
"STOX2",9.2851,8.5856,7.7309,8.9495,9.2411,9.3294,9.2353,8.5566,9.1639,8.6031,9.0345,9.5885,9.1952,8.322,9.0249,9.399,9.354,9.3834,9.0006,8.788,7.3739,6.5843,8.1298,7.4287,7.5202,7.1206,9.3206,7.017,6.8337,6.9569,6.876,9.1282,8.6413,7.4661,7.569,6.7895,7.5381,7.3084,7.2829,6.3383,9.3503,7.7486,9.5023,7.4662,6.6491,7.311,8.1408,7.0066,6.4415,7.1178,7.1253,6.3924,7.4613,6.9852,6.7272,8.1382,7.6568,8.5162,6.7788,6.9156,7.7783,8.1283,6.3588,9.9341,7.4873,7.228,6.7663,9.479,8.156,6.0172,9.7354,8.4392,8.8427,7.6712,7.4545,8.6677,8.9468,8.1414,9.4318,9.5475,8.939,9.121,8.9317,9.5156,10.0458,7.5961,9.8931,8.6439,7.1945,6.7757,9.0279,10.5048,8.7268,8.0748,7.1746
"ENPP6",7.5625,6.7093,6.8492,6.5258,6.8197,7.9422,7.2283,7.2385,7.4758,6.9177,7.3134,7.1043,6.749,6.5761,6.6912,8.2517,8.0749,7.2189,6.3934,6.4486,6.6221,6.0293,6.481,5.8646,6.7046,6.0231,7.1453,6.4043,6.2098,6.4174,6.1662,7.836,6.01,5.9948,7.097,6.4129,6.2266,6.0263,5.9826,5.8343,6.6289,5.7801,6.4655,6.2286,6.1844,6.4327,6.7253,6.3366,6.2286,6.0306,6.2925,6.553,6.1631,5.8145,6.1163,6.454,6.8067,6.2334,6.0956,5.8933,6.1959,5.8308,5.9623,6.5091,6.5099,6.2811,5.8731,6.8583,6.4386,5.8664,7.5944,6.5942,6.3893,6.7301,5.7307,5.8753,6.1589,7.3447,6.9148,6.7495,6.9216,6.2722,6.954,7.3999,7.1546,6.5791,6.9286,5.7197,6.3666,6.3213,7.4056,6.307,6.1034,6.559,6.1732
"IRF2",10.788,10.408,10.2554,10.6258,10.6039,10.6466,10.506,10.5984,10.6644,10.6289,10.4405,10.5536,10.6117,10.5265,10.5983,10.8064,10.7695,10.5668,10.705,10.5795,10.9196,10.9819,10.7952,10.9821,10.5015,10.4509,10.5127,10.6399,10.2764,10.2594,10.4646,10.4962,10.3942,10.2271,9.7281,9.6193,10.688,10.5531,10.6191,11.0765,10.5061,10.0406,10.7237,10.456,9.7303,10.7899,10.1842,11.0805,11.1583,10.9515,9.8987,10.604,10.7102,10.3284,10.6586,10.6017,10.1324,10.55,10.7272,11.1817,10.6256,10.1402,10.4009,11.3155,10.2895,10.4112,10.8154,10.6447,10.4548,10.8897,10.5189,10.5297,10.2494,11.02,10.5446,10.5855,10.6615,10.3353,10.2768,9.3618,9.6121,8.7904,10.2337,10.0826,9.6691,10.5483,10.2998,10.2397,9.9045,10.1873,9.9522,9.4815,10.1481,10.6425,10.8768
"CASP3",9.623,9.6934,9.4271,9.8157,9.6889,10.3887,9.8624,10.0362,9.7322,9.9554,9.7692,9.7347,9.7854,10.2968,10.1001,9.7543,9.8796,9.8422,10.0144,10.0793,11.055,10.8458,10.7592,10.9821,10.2079,10.9066,11.1266,10.5985,11.181,10.3906,10.8552,10.0549,10.7187,11.304,9.7606,9.9541,11.0132,11.4714,10.7764,10.5634,10.9198,10.7454,11.6876,10.229,10.7325,10.3899,10.5437,11.0945,10.6537,10.7799,9.2375,10.1729,10.181,9.8457,10.3459,10.1674,10.1964,10.1772,11.0791,9.9787,10.3986,10.0566,10.617,10.7042,10.0933,9.9302,9.9799,11.2958,10.4068,10.0397,11.1734,9.8016,10.8832,10.8539,10.9677,10.55,10.7109,10.4134,10.1063,10.3489,9.6802,11.4869,10.7585,10.3441,12.2733,10.6593,10.0077,10.4863,10.4579,10.5582,9.9338,10.6896,10.3044,10.6349,11.0963
"PRIMPOL",8.987,9.2206,8.7346,9.0562,8.8846,8.9853,9.2167,8.9238,8.8527,8.964,9.1171,9.224,9.4687,9.0505,9.2344,9.292,9.0766,9.0268,8.8996,9.1576,8.8414,9.0434,8.8079,9.282,8.9781,8.6017,8.9583,8.7793,8.851,9.0129,8.7018,8.7475,8.8176,8.6845,8.2311,8.7494,8.8442,9.1374,9.4895,8.8904,9.2472,8.31,10.2377,9.0392,8.557,8.6106,8.8322,9.3214,9.2115,9.3441,8.7284,8.3211,9.0176,9.3577,8.6291,8.8145,8.7385,8.985,9.5773,9.0012,9.1027,8.4558,8.7431,9.1669,9.401,8.427,8.7322,8.9341,8.5705,8.9055,9.2012,8.1289,9.3517,8.501,8.7358,8.5758,8.5535,8.5679,8.587,8.8148,9.1633,9.2152,8.9709,8.5631,9.9652,7.9897,8.6881,8.6404,8.2034,8.5356,8.7601,8.965,8.3032,8.333,9.2669
"CENPU",7.9527,8.1329,8.0914,7.3899,8.187,7.4435,8.0414,8.6748,8.2382,8.2875,9.1695,7.8836,8.0803,8.2659,9.0797,8.3894,8.168,8.2761,7.8371,8.0424,10.2038,10.3101,9.2374,11.1143,8.3527,10.422,11.5572,9.5505,10.6912,8.9149,9.7388,10.3612,10.0918,10.1015,8.4251,9.4936,10.9284,9.9022,9.7859,9.2996,9.9358,9.8028,11.6952,9.2404,10.7675,9.3071,9.8574,9.9163,10.7885,9.7183,8.8997,8.9341,9.8984,10.045,8.8894,9.3923,8.2419,9.6515,10.6492,9.6997,8.9962,8.9585,9.0905,11.3183,8.6783,7.6275,9.2775,11.1039,9.4122,8.8493,10.5759,8.9531,9.9971,10.1339,9.7686,8.9293,10.2137,10.4123,8.8517,11.3886,11.4594,11.5067,10.3213,9.9699,10.833,8.7617,9.4434,9.6818,9.237,9.6701,11.318,9.6667,9.3455,8.8604,11.0807
"ACSL1",11.9775,13.5756,12.5364,13.9479,11.0968,15.7735,12.3695,11.653,13.6273,13.9931,15.0498,13.1384,13.6674,14.6397,13.5555,11.936,14.9406,12.946,16.1001,13.5554,12.918,12.0824,12.5597,10.7328,10.7846,13.4682,11.6641,11.966,12.7613,10.3255,12.3984,11.3562,12.032,13.6032,12.045,10.5732,12.2027,13.5162,13.2725,10.4539,12.7653,10.3324,12.7389,11.9577,12.8824,10.5636,13.5767,10.1978,10.4569,11.3022,10.3076,11.7027,12.3808,10.1641,10.5554,12.3213,12.0843,11.6062,11.9956,12.4979,10.4087,10.6257,11.2137,13.5071,10.8798,12.1592,11.5184,12.4116,12.4327,11.5685,12.6006,10.2818,10.1779,10.4316,11.8993,11.3098,11.804,10.915,11.5428,11.7584,9.9617,11.6707,12.3159,12.2771,11.2228,12.0681,12.3154,12.0084,10.9611,15.1441,12.5172,10.3704,11.9976,11.0667,11.0942
"SLC25A4",10.3898,10.3057,10.8646,10.2042,9.8674,16.62,9.9041,10.3873,9.9168,10.0445,10.6966,10.0842,10.3923,10.1438,10.1895,9.8702,9.963,10.0894,10.0689,10.1526,10.2358,10.6732,8.9379,10.4835,9.6305,10.5071,9.63,10.0354,10.1757,9.9587,10.5889,10.5281,10.989,10.9493,9.6591,10.4006,10.6201,9.9549,10.5318,9.4722,10.8789,10.1974,11.047,10.1135,10.8116,8.3542,10.1647,11.0279,9.3741,9.9257,9.8391,10.4365,9.0629,9.8801,10.0642,8.739,9.9471,9.0988,8.4261,10.9569,9.3757,10.4627,9.8054,9.2288,10.7054,10.0453,8.1751,9.2742,9.9222,9.3168,10.0615,9.4103,10.7179,9.8243,10.0863,9.5033,10.4172,9.2928,10.3918,9.6672,10.7736,8.8283,9.8086,9.6297,9.8678,9.5782,9.2609,10.3667,10.0268,9.9668,9.48,9.1453,9.5686,9.0779,9.7705
"CFAP97",11.2115,11.1174,9.937,11.2058,11.2793,10.2172,11.252,10.315,11.0852,11.0422,11.1773,11.3381,11.2556,10.7793,11.4361,11.5147,11.2587,11.4391,11.0853,11.0863,11.1165,10.3048,10.8372,11.2328,10.8824,10.1975,10.1124,10.6695,11.0096,11.3214,10.579,10.8488,10.9477,10.9532,10.4575,9.7223,10.4972,11.0496,11.1353,10.9939,11.4964,10.401,11.2197,10.4991,10.8255,10.1595,11.2524,11.0139,10.242,11.2623,10.7816,9.6368,10.8371,11.0036,10.716,10.9432,11.4689,11.1391,11.6652,11.3902,11.6026,10.9617,10.7311,10.3955,10.6802,10.7555,10.8169,10.8913,10.7546,10.5167,11.3961,10.06,10.5573,10.2791,10.8369,10.156,10.8621,10.682,10.5038,9.8393,10.2804,10.8269,10.3595,9.7502,12.0538,9.83,10.292,10.3143,10.2378,11.239,10.37,11.2048,9.8895,10.0903,10.2492
"SNX25",9.4146,9.3903,8.6036,9.6815,9.6676,9.3507,9.651,8.7628,9.1123,9.3128,9.7127,9.4432,9.4523,9.2031,9.3007,9.7355,9.1838,9.201,9.1119,9.5989,9.2977,9.7541,9.0904,9.6707,8.8841,9.679,9.1181,9.2971,10.1566,10.0259,9.8149,9.0523,9.4609,9.5213,9.7298,8.3009,9.9327,9.6397,10.4618,9.8641,10.654,9.0064,9.6165,9.3935,9.7832,9.3305,10.183,11.1319,9.3805,9.6078,8.5525,9.4689,9.5312,8.874,9.4155,9.4387,9.9277,8.708,9.9387,10.4949,9.4967,9.5575,9.8924,8.2104,9.8272,9.6339,9.1571,9.6466,8.9391,8.6026,9.3379,8.9408,8.8128,8.4704,9.3862,8.5275,8.6296,9.0502,9.4581,7.1819,8.6861,8.6704,9.4531,8.4103,10.1052,9.1961,8.5962,8.8862,9.2854,9.8973,8.6733,9.689,8.7822,8.6232,9.5219
"LRP2BP",7.6349,7.8414,7.4196,7.6956,7.6582,7.9846,7.7621,7.2005,7.6034,7.4894,7.4663,7.8624,7.8251,6.7428,7.4931,8.018,7.1942,7.6214,7.1677,7.8216,7.0764,6.6183,6.6579,7.5911,7.0073,7.0486,6.7144,7.0046,7.2937,7.1222,7.2169,7.4164,7.2203,6.8073,7.3404,7.2064,6.8775,7.29,8.4251,7.3776,7.4535,6.9018,7.648,7.191,7.0299,7.3381,7.0418,7.7017,7.6342,7.2387,6.9625,7.3115,7.4613,7.9874,7.5377,7.3305,7.281,7.1689,7.4727,7.87,7.8189,7.3826,8.4233,6.6034,7.658,7.5278,6.9013,7.1629,7.5673,7.2485,6.8774,7.0149,6.5434,6.6558,7.0494,6.9717,7.3018,6.6516,7.195,6.4558,6.8699,7.135,6.8771,7.3999,8.1212,7.1847,6.5284,6.6009,7.0955,7.1458,7.0099,8.637,6.6673,6.559,6.7471
"ANKRD37",8.9201,9.4471,9.7483,9.2793,8.7973,10.6573,9.0194,9.168,8.6688,9.3906,9.5695,9.0079,9.155,9.1512,9.1626,9.0245,8.2897,9.3443,8.7659,9.2717,8.517,8.5305,8.6337,10.254,8.3061,10.2894,8.7303,8.2638,8.3424,8.6703,9.0169,9.0747,8.7491,8.9447,8.1013,9.8183,9.0312,8.7146,10.6738,8.7318,8.9377,8.4988,9.7596,8.4176,8.8457,8.8184,8.1456,9.6321,9.0446,7.8431,7.8077,9.3457,8.6269,8.6029,9.49,8.9154,8.7533,8.5329,8.6493,8.94,8.6843,8.9804,8.7268,8.7185,9.4719,8.4924,8.7606,11.1261,8.5207,8.3367,8.6554,7.8839,9.1898,8.7404,8.2816,9.4988,9.001,8.6854,8.5698,7.7437,7.8904,8.4247,8.4779,9.5997,8.6156,8.5782,7.9005,9.2739,8.758,8.5129,9.0877,8.3289,8.8045,8.5343,11.0476
"UFSP2",10.3388,10.5009,10.6893,10.4639,10.3619,11.7882,10.3983,10.3273,10.0976,10.4984,10.3651,10.3933,10.6744,10.764,10.3319,10.5479,10.0203,10.6027,10.5919,10.4161,10.0886,9.9209,10.3133,10.939,9.9941,10.6517,9.7234,10.2493,9.7095,10.2849,10.3975,9.9089,10.4194,10.0402,9.3351,10.8219,10.4348,10.0837,10.9286,10.2213,10.0109,9.9752,11.1482,9.7721,9.7965,9.9672,9.9974,10.1812,9.7523,9.8428,9.3701,10.3845,10.1737,10.2479,10.1708,10.2054,10.3853,10.231,10.147,10.116,10.2124,10.2398,9.7502,9.7678,10.7457,10.0309,10.2473,10.6224,9.9197,9.5768,10.1015,9.3869,10.2952,9.968,9.7736,10.0585,9.5182,9.5022,9.8263,8.9888,9.2009,9.6043,10.4655,10.0658,10.0494,9.8045,9.0543,9.8942,9.4697,10.1972,9.4736,9.3054,9.6786,9.7519,11.0256
"C4orf47",6.8076,6.9197,6.8622,6.5756,6.4452,5.9416,6.848,6.6753,6.4871,6.5083,6.5592,6.8836,6.7208,6.149,6.529,6.6549,6.6405,6.6904,6.1436,6.6752,6.3812,5.8296,5.998,6.7729,6.4479,6.5623,6.5928,7.146,6.5349,6.4174,7.4103,7.5715,7.4723,6.8384,6.1207,6.6076,6.7536,6.508,7.591,6.3151,6.3244,5.7215,7.7586,6.7149,6.3673,6.7836,6.1128,6.5583,6.3056,6.6996,6.1322,6.5894,6.2183,6.8031,6.7445,7.1888,6.0965,6.3983,6.2489,6.2873,6.9533,6.6044,7.4761,6.2337,6.9971,6.4282,6.3464,6.5031,6.7058,7.4927,6.5617,6.6092,6.5254,6.206,6.3085,8.0344,7.2481,6.2031,6.6862,5.9081,6.8699,6.5077,6.8637,7.1637,7.0652,6.323,5.9661,6.8149,6.5851,6.0198,6.9968,7.1828,6.5461,6.4976,6.5648
"CCDC110",8.017,7.551,7.0954,7.3978,7.5993,7.5631,7.7795,7.3631,7.0033,7.3568,7.3751,7.5845,7.7092,6.596,7.3556,7.8236,7.1492,7.6282,6.6994,7.5713,7.4337,6.6671,7.0947,7.9725,6.5929,6.7386,6.8528,7.1681,6.9259,6.5468,8.0378,6.929,7.8527,7.4101,6.7605,7.5171,8.1751,7.3174,8.051,7.4961,7.67,6.5894,8.0499,6.6824,7.7566,7.4814,7.412,7.1418,6.8214,7.037,6.7732,7.1599,7.0729,7.1791,7.169,7.5027,7.6633,6.7553,6.1503,7.6253,7.7059,8.3148,6.9066,5.9768,7.4803,7.2496,6.7663,6.6039,7.4688,7.5527,7.4901,6.7087,6.9752,6.7059,7.3461,7.343,7.6949,6.0819,7.4152,6.8704,6.6351,6.596,8.0144,7.0788,6.6625,7.0309,6.8204,7.5632,6.7914,7.6352,6.8427,5.9051,6.5276,6.7405,6.3905
"PDLIM3",11.9629,12.9437,12.9979,12.2394,10.0708,17.9089,12.0819,11.5137,11.9461,11.7617,12.5732,12.4972,12.7996,11.054,12.1804,12.299,10.6893,11.6779,10.6257,11.587,10.3079,8.2739,9.6924,10.2527,10.0585,11.7441,8.8664,10.7356,10.7718,10.3817,10.9192,12.0831,10.4047,10.4842,9.1223,9.9505,10.0392,9.6748,12.6617,10.8674,9.7909,8.3318,10.3504,10.4722,11.2756,11.5262,9.683,8.424,8.2074,8.3735,9.0232,11.5494,9.1861,8.5041,9.217,10.2977,11.0948,10.0484,9.5823,8.147,9.5087,10.2318,8.926,8.8572,11.3199,9.9625,9.9665,11.9884,11.3803,8.736,11.7704,10.4212,10.3133,10.1203,11.5453,9.4412,11.4775,9.2461,10.4188,8.1938,8.4427,9.0715,10.3137,10.0892,10.9479,9.5022,8.6464,11.144,10.7199,10.9894,9.9307,9.254,10.8147,10.6243,8.6429
"SORBS2",11.8231,11.8658,10.9986,12.1265,12.0835,9.8389,12.0345,12.0135,12.1448,11.3879,11.5719,11.7176,11.9784,10.8225,11.9076,12.4956,11.5775,12.1364,11.5246,11.8558,7.8043,7.86,9.4732,10.1324,11.1082,8.3985,9.5061,9.6332,9.8016,9.9239,9.2323,12.2617,9.1739,10.5449,9.7656,10.743,9.6704,9.0984,12.1344,10.9384,10.365,8.9349,8.66,9.4904,10.856,12.4185,9.6137,8.8978,7.3407,8.7188,8.1863,9.9817,11.1758,7.2932,8.8102,11.3992,11.505,12.0081,7.7849,7.4707,11.4857,11.1353,10.4081,6.9137,11.3209,10.2684,9.807,11.1164,10.681,7.9438,9.7075,10.4773,11.882,12.0157,12.4346,11.8702,11.8207,12.247,12.4611,9.2688,10.657,10.1649,9.9462,7.7725,7.5879,9.48,12.2201,10.5237,8.703,11.2121,12.064,7.1828,10.5929,10.1667,8.6272
"TLR3",9.5676,9.1539,8.6274,9.742,9.0774,8.2032,9.3623,8.6553,9.9667,9.4075,9.0294,9.6842,9.8744,9.8686,9.9803,9.7282,10.2354,9.5707,10.2456,9.5562,9.3791,9.0093,9.1181,9.542,9.9336,8.9219,7.9057,10.5049,8.037,8.6341,8.3487,7.9175,9.2583,8.3886,7.7212,8.1557,8.5815,8.2096,7.8852,10.9249,8.5006,9.5474,9.0974,8.2559,8.3936,7.8483,9.4771,8.3049,8.2415,9.749,8.6184,9.0133,8.8841,7.4945,9.3394,8.4376,9.9763,9.3835,8.6651,8.3189,9.7426,8.8007,8.3262,9.5662,8.8342,8.6572,9.5158,8.2023,8.2898,8.6463,9.1927,7.8248,7.8557,7.6712,7.9894,7.6037,7.4386,9.2075,7.6713,6.417,7.5107,7.525,9.3553,8.4888,7.9604,7.9897,7.52,8.0077,7.7797,8.0628,6.8276,6.514,7.3293,8.7467,8.9781
"FAM149A",8.0967,8.3775,8.6342,8.9775,7.6323,8.3173,7.8471,7.7865,8.5036,8.6985,8.4736,8.5505,8.9194,9.6467,9.0699,8.0661,9.3215,8.003,9.5832,8.3108,7.3325,7.1811,8.0039,6.9129,7.3655,7.5338,8.1527,6.9664,7.0911,6.8452,7.3622,7.9175,7.1348,7.511,7.3013,8.1557,6.6138,7.1328,7.0401,7.2953,7.5246,6.4797,6.4454,7.1588,6.5184,7.5051,8.2988,7.0761,6.6488,6.8195,6.8445,7.349,8.0846,7.0665,6.7445,8.063,7.3816,7.283,6.792,8.7008,7.5893,7.7648,6.7976,6.6731,7.7759,7.1948,6.8492,8.1645,8.2161,6.2422,7.4079,6.9728,7.3161,7.8475,6.8543,6.766,8.2654,7.1841,7.2423,6.3556,7.4129,7.0256,8.1786,8.2141,8.373,7.9015,6.9286,7.139,6.9417,7.0256,6.8276,8.637,6.5461,6.757,7.0006
